terminal_name,locked,installed,install_date,temporary,place_id,common_name,removal_date
001178,false,true,1279287600000,false,BikePoints_164,"Cleveland Gardens, Bayswater",
002585,false,true,1279287960000,false,BikePoints_165,"Orsett Terrace, Bayswater",
001177,false,true,1279288140000,false,BikePoints_166,"Seville Street, Knightsbridge",
003465,false,true,,false,BikePoints_167,"Eccleston Place, Victoria",
003463,false,true,1279289400000,false,BikePoints_168,"Argyll Road, Kensington",
022171,false,true,1323350220000,false,BikePoints_436,"Red Lion Street, Holborn",
200056,false,true,1325746380000,false,BikePoints_437,"Vauxhall Walk, Vauxhall",
200053,false,true,1325705460000,false,BikePoints_439,"Killick Street, King's Cross",
200032,false,true,1325708160000,false,BikePoints_440,"Kennington Oval, Oval",
200039,false,true,1325711220000,false,BikePoints_441,"Sail Street, Vauxhall",
200035,false,true,1325940420000,false,BikePoints_442,"Walmer Road, Avondale",
200033,false,true,1325941800000,false,BikePoints_443,"Philpot Street, Whitechapel",
200047,false,true,1325944680000,false,BikePoints_444,"Bethnal Green Garden, Bethnal Green",
200003,false,true,1325945820000,false,BikePoints_445,"Cheshire Street, Bethnal Green",
200042,false,true,1325948880000,false,BikePoints_446,"York Hall, Bethnal Green",
200054,false,true,1325949000000,false,BikePoints_447,"Jubilee Crescent, Cubitt Town",
022165,false,true,1325952660000,false,BikePoints_448,"Fisherman's Walk West, Canary Wharf",
200020,false,true,1325952900000,false,BikePoints_449,"Shadwell Station, Shadwell",
200002,false,true,1326105240000,false,BikePoints_450,"Jubilee Street, Stepney",
200021,false,true,1325501400000,false,BikePoints_451,"Hermitage Court, Wapping",
200049,false,true,1326109140000,false,BikePoints_452,"St. Katharine's Way, Tower",
200045,false,true,1326111060000,false,BikePoints_453,"Garnet Street, Shadwell",
200046,false,true,1326115380000,false,BikePoints_454,"Napier Avenue, Millwall",
200031,false,true,1326117780000,false,BikePoints_455,"East Ferry Road, Cubitt Town",
200118,false,true,1326197580000,false,BikePoints_456,"Parkway, Camden Town",
200016,false,true,1326203280000,false,BikePoints_457,"Castlehaven Road, Camden Town",
200034,false,true,1326294780000,false,BikePoints_458,"Wapping Lane, Wapping",
200014,false,true,,false,BikePoints_459,"Gunmakers Lane, Old Ford",
200123,false,true,1326284820000,false,BikePoints_460,"Burdett Road, Mile End",
200013,false,true,1326293640000,true,BikePoints_461,"Aston Street, Stepney",
200105,false,true,1326294600000,false,BikePoints_462,"Bonny Street, Camden Town",
200093,false,true,,false,BikePoints_463,"Thurtle Road, Haggerston",
200082,false,true,1326304980000,false,BikePoints_464,"St. Mary & St. Michael Church, Stepney",
200152,false,true,1333613280000,false,BikePoints_465,"Pitfield Street North,Hoxton",
200158,false,true,1326360000000,false,BikePoints_466,"Whiston Road, Haggerston",
200168,false,true,1326374040000,false,BikePoints_467,"Southern Grove, Bow",
200150,false,true,1326375720000,false,BikePoints_468,"Cantrell Road, Bow",
022178,false,true,1326381060000,false,BikePoints_469,"Lindfield Street, Poplar",
200174,false,true,1326790620000,false,BikePoints_470,"Mostyn Grove, Bow",
