removal_date,common_name,install_date,temporary,place_id,installed,locked,terminal_name
,"Lansdowne Road, Ladbroke Grove",1380901680000,false,BikePoints_622,true,false,200172
,"Nantes Close, Wandsworth",1381135320000,false,BikePoints_623,true,false,200186
,"Courland Grove, Wandsworth Road",1381224240000,false,BikePoints_624,true,false,200173
,"Queen's Circus, Battersea Park",1381227480000,false,BikePoints_625,true,false,200190
,"Normand Park, West Kensington",1381920300000,false,BikePoints_626,true,false,300008
,"Holden Street, Battersea",1381931400000,false,BikePoints_627,true,false,200007
,"William Morris Way, Sands End",1381414980000,false,BikePoints_628,true,false,200062
,"Morie Street, Wandsworth",1381479480000,false,BikePoints_629,true,false,200187
,"Clarence Walk, Stockwell",1381487100000,false,BikePoints_630,true,false,200194
,"Battersea Park Road, Nine Elms",1381245300000,false,BikePoints_631,true,false,200183
,"Sheepcote Lane, Battersea",1381220700000,false,BikePoints_632,true,false,200176
,"Vereker Road, West Kensington",1381402920000,false,BikePoints_633,true,false,200116
,"Brook Green South, Brook Green",1381743780000,false,BikePoints_634,true,false,300002
,"Greyhound Road, Hammersmith",1381756440000,false,BikePoints_635,true,false,200215
,"South Park, Sands End",1381846320000,false,BikePoints_636,true,false,200180
,"Spencer Park, Wandsworth Common",1381933680000,false,BikePoints_637,true,false,200191
,"Falcon Road, Clapham Junction",1381834020000,false,BikePoints_638,true,false,300014
,"Coomer Place, West Kensington",1381835700000,false,BikePoints_639,true,false,200081
,"Silverthorne Road, Battersea",1382010420000,false,BikePoints_640,true,false,200179
,"Archbishop's Park, Waterloo",1381926900000,false,BikePoints_641,true,false,300025
,"Fawcett Close, Battersea",1381934220000,false,BikePoints_642,true,false,200192
,"All Saints' Road, Portobello",1382010720000,false,BikePoints_643,true,false,300026
,"Rainville Road, Hammersmith",1382278560000,false,BikePoints_644,true,false,200182
,"Great Suffolk Street, The Borough",1382110800000,false,BikePoints_645,true,false,200200
,"Buckingham Gate, Westminster",1382084340000,false,BikePoints_646,true,false,200178
,"Richmond Way, Shepherd's Bush",1382347140000,false,BikePoints_647,true,false,200181
,"Peterborough Road, Sands End",1382352840000,false,BikePoints_648,true,false,200171
,"World's End Place, West Chelsea",1382348400000,false,BikePoints_649,true,false,300009
,"St. Mark's Road, North Kensington",1382438520000,false,BikePoints_650,true,false,300034
,"Thorndike Close, West Chelsea",1382441580000,false,BikePoints_651,true,false,300030
,"Evesham Street, Avondale",1381848540000,false,BikePoints_652,true,false,300022
,"Simpson Street, Clapham Junction",1382539860000,false,BikePoints_653,true,false,200196
,"Ashmole Estate, Oval",1382520000000,false,BikePoints_654,true,false,200223
,"Crabtree Lane, Fulham",1382611200000,false,BikePoints_655,true,false,200221
,"Broomhouse Lane, Parsons Green",1382614560000,false,BikePoints_656,true,false,200040
,"Blythe Road West, Shepherd's Bush",1382621400000,false,BikePoints_657,true,false,200220
,"Ethelburga Estate, Battersea Park",1383731100000,false,BikePoints_658,true,false,300005
,"Blackfriars Station, St. Paul's",1382697060000,false,BikePoints_659,true,false,200212
,"West Kensington Station, West Kensington",1382705340000,false,BikePoints_660,true,false,300020
,"All Saints Church, Portobello",1382887680000,false,BikePoints_661,true,false,300023
,"Phene Street, Chelsea",1382866680000,false,BikePoints_662,true,false,200189
,"Clarendon Road, Avondale",1382870040000,false,BikePoints_663,true,false,200124
,"Austin Road, Battersea Park",1382964300000,false,BikePoints_664,true,false,300013
,"Smugglers Way, Wandsworth",1382975700000,false,BikePoints_665,true,false,200113
,"Shepherd's Bush Road North, Shepherd's Bush",1383136140000,false,BikePoints_667,true,false,200209
,"Ravenscourt Park Station, Hammersmith",1383143160000,false,BikePoints_668,true,false,300037
,"Teversham Lane, Stockwell",1383147660000,false,BikePoints_669,true,false,300036
,"Ashley Crescent, Battersea",1383212640000,false,BikePoints_670,true,false,200169
,"Parsons Green Station, Parsons Green",1383217920000,false,BikePoints_671,true,false,300052
,"Hibbert Street, Battersea",1383319500000,false,BikePoints_673,true,false,300051
,"Carnegie Street, King's Cross",,false,BikePoints_674,true,false,300035
,"Usk Road, Clapham Junction",1383322320000,false,BikePoints_675,true,false,200126
,"Hartington Road, Stockwell",1383584400000,false,BikePoints_676,true,false,200207
,"Heath Road, Battersea",1383476160000,false,BikePoints_677,true,false,200023
,"Esmond Street, Putney",1383653580000,false,BikePoints_678,true,false,200170
,"Orbel Street, Battersea",1383661200000,false,BikePoints_679,true,false,200114
,"Westbridge Road, Battersea",1383657480000,false,BikePoints_680,true,false,200210
,"Bishop's Avenue, Fulham",1383733440000,false,BikePoints_681,true,false,200043
,"Crisp Road, Hammersmith",1383738240000,false,BikePoints_682,true,false,200059
,"Dorothy Road, Clapham Junction",1383750420000,false,BikePoints_683,true,false,200119
,"Neville Gill Close, Wandsworth",1383823380000,false,BikePoints_684,true,false,200188
,"Osiers Road, Wandsworth",1383827400000,false,BikePoints_685,true,false,200219
,"Beryl Road, Hammersmith",1383835560000,false,BikePoints_686,true,false,200097
,"Northfields, Wandsworth",1383915240000,false,BikePoints_688,true,false,200204
,"Spanish Road, Clapham Junction",1383918180000,false,BikePoints_689,true,false,200106
,"Stanley Grove, Battersea",1383924660000,false,BikePoints_690,true,false,200199
,"Erin Close, Walham Green",1384763520000,false,BikePoints_691,true,false,200184
,"Cadogan Close, Victoria Park",1384166220000,false,BikePoints_692,true,false,200112
,"Felsham Road, Putney",1384001160000,false,BikePoints_693,true,false,300019
,"Putney Rail Station, Putney",1384004640000,false,BikePoints_694,true,false,300033
,"Islington Green, Angel",1384172820000,false,BikePoints_695,true,false,300031
,"Charing Cross Hospital, Hammersmith",1384180020000,false,BikePoints_696,true,false,300018
,"Pennington Street, Wapping",,false,BikePoints_490,true,false,200090
