common_name,temporary,removal_date,installed,install_date,locked,place_id,terminal_name
"Nantes Close, Wandsworth",false,,true,1381135320000,false,BikePoints_623,200186
"Courland Grove, Wandsworth Road",false,,true,1381224240000,false,BikePoints_624,200173
"Queen's Circus, Battersea Park",false,,true,1381227480000,false,BikePoints_625,200190
"Normand Park, West Kensington",false,,true,1381920300000,false,BikePoints_626,300008
"Holden Street, Battersea",false,,true,1381931400000,false,BikePoints_627,200007
"William Morris Way, Sands End",false,,true,1381414980000,false,BikePoints_628,200062
"Morie Street, Wandsworth",false,,true,1381479480000,false,BikePoints_629,200187
"Clarence Walk, Stockwell",false,,true,1381487100000,false,BikePoints_630,200194
"Battersea Park Road, Nine Elms",false,,true,1381245300000,false,BikePoints_631,200183
"Sheepcote Lane, Battersea",false,,true,1381220700000,false,BikePoints_632,200176
"Vereker Road, West Kensington",false,,true,1381402920000,false,BikePoints_633,200116
"Brook Green South, Brook Green",false,,true,1381743780000,false,BikePoints_634,300002
"Greyhound Road, Hammersmith",false,,true,1381756440000,false,BikePoints_635,200215
"South Park, Sands End",false,,true,1381846320000,false,BikePoints_636,200180
"Spencer Park, Wandsworth Common",false,,true,1381933680000,false,BikePoints_637,200191
"Falcon Road, Clapham Junction",false,,true,1381834020000,false,BikePoints_638,300014
"Coomer Place, West Kensington",false,,true,1381835700000,false,BikePoints_639,200081
"Silverthorne Road, Battersea",false,,true,1382010420000,false,BikePoints_640,200179
"Archbishop's Park, Waterloo",false,,true,1381926900000,false,BikePoints_641,300025
"Fawcett Close, Battersea",false,,true,1381934220000,false,BikePoints_642,200192
"All Saints' Road, Portobello",false,,true,1382010720000,false,BikePoints_643,300026
"Rainville Road, Hammersmith",false,,true,1382278560000,false,BikePoints_644,200182
"Great Suffolk Street, The Borough",false,,true,1382110800000,false,BikePoints_645,200200
"Buckingham Gate, Westminster",false,,true,1382084340000,false,BikePoints_646,200178
"Richmond Way, Shepherd's Bush",false,,true,1382347140000,false,BikePoints_647,200181
"Peterborough Road, Sands End",false,,true,1382352840000,false,BikePoints_648,200171
"World's End Place, West Chelsea",false,,true,1382348400000,false,BikePoints_649,300009
"St. Mark's Road, North Kensington",false,,true,1382438520000,false,BikePoints_650,300034
"Thorndike Close, West Chelsea",false,,true,1382441580000,false,BikePoints_651,300030
"Evesham Street, Avondale",false,,true,1381848540000,false,BikePoints_652,300022
"Simpson Street, Clapham Junction",false,,true,1382539860000,false,BikePoints_653,200196
"Ashmole Estate, Oval",false,,true,1382520000000,false,BikePoints_654,200223
"Crabtree Lane, Fulham",false,,true,1382611200000,false,BikePoints_655,200221
"Broomhouse Lane, Parsons Green",false,,true,1382614560000,false,BikePoints_656,200040
"Blythe Road West, Shepherd's Bush",false,,true,1382621400000,false,BikePoints_657,200220
"Ethelburga Estate, Battersea Park",false,,true,1383731100000,false,BikePoints_658,300005
"Blackfriars Station, St. Paul's",false,,true,1382697060000,false,BikePoints_659,200212
"West Kensington Station, West Kensington",false,,true,1382705340000,false,BikePoints_660,300020
"All Saints Church, Portobello",false,,true,1382887680000,false,BikePoints_661,300023
"Phene Street, Chelsea",false,,true,1382866680000,false,BikePoints_662,200189
"Clarendon Road, Avondale",false,,true,1382870040000,false,BikePoints_663,200124
"Austin Road, Battersea Park",false,,true,1382964300000,false,BikePoints_664,300013
"Smugglers Way, Wandsworth",false,,true,1382975700000,false,BikePoints_665,200113
"Shepherd's Bush Road North, Shepherd's Bush",false,,true,1383136140000,false,BikePoints_667,200209
"Ravenscourt Park Station, Hammersmith",false,,true,1383143160000,false,BikePoints_668,300037
"Teversham Lane, Stockwell",false,,true,1383147660000,false,BikePoints_669,300036
"Ashley Crescent, Battersea",false,,true,1383212640000,false,BikePoints_670,200169
"Parsons Green Station, Parsons Green",false,,true,1383217920000,false,BikePoints_671,300052
"Hibbert Street, Battersea",false,,true,1383319500000,false,BikePoints_673,300051
"Carnegie Street, King's Cross",false,,true,,false,BikePoints_674,300035
"Usk Road, Clapham Junction",false,,true,1383322320000,false,BikePoints_675,200126
"Hartington Road, Stockwell",false,,true,1383584400000,false,BikePoints_676,200207
"Heath Road, Battersea",false,,true,1383476160000,false,BikePoints_677,200023
"Esmond Street, Putney",false,,true,1383653580000,false,BikePoints_678,200170
"Orbel Street, Battersea",false,,true,1383661200000,false,BikePoints_679,200114
"Westbridge Road, Battersea",false,,true,1383657480000,false,BikePoints_680,200210
"Bishop's Avenue, Fulham",false,,true,1383733440000,false,BikePoints_681,200043
"Crisp Road, Hammersmith",false,,true,1383738240000,false,BikePoints_682,200059
"Dorothy Road, Clapham Junction",false,,true,1383750420000,false,BikePoints_683,200119
"Neville Gill Close, Wandsworth",false,,true,1383823380000,false,BikePoints_684,200188
"Osiers Road, Wandsworth",false,,true,1383827400000,false,BikePoints_685,200219
"Beryl Road, Hammersmith",false,,true,1383835560000,false,BikePoints_686,200097
"Northfields, Wandsworth",false,,true,1383915240000,false,BikePoints_688,200204
"Spanish Road, Clapham Junction",false,,true,1383918180000,false,BikePoints_689,200106
"Stanley Grove, Battersea",false,,true,1383924660000,false,BikePoints_690,200199
"Erin Close, Walham Green",false,,true,1384763520000,false,BikePoints_691,200184
"Cadogan Close, Victoria Park",false,,true,1384166220000,false,BikePoints_692,200112
"Felsham Road, Putney",false,,true,1384001160000,false,BikePoints_693,300019
"Putney Rail Station, Putney",false,,true,1384004640000,false,BikePoints_694,300033
"Islington Green, Angel",false,,true,1384172820000,false,BikePoints_695,300031
"Charing Cross Hospital, Hammersmith",false,,true,1384180020000,false,BikePoints_696,300018
"Kennington Lane Rail Bridge, Vauxhall",false,,true,1279720380000,false,BikePoints_270,001190
