locked,install_date,terminal_name,removal_date,place_id,temporary,common_name,installed
false,1380552360000,300012,,BikePoints_619,false,"Irene Road, Parsons Green",true
false,1380629040000,300010,,BikePoints_620,false,"Surrey Lane, Battersea",true
false,1380899280000,200091,,BikePoints_621,false,"Wandsworth Town Station, Wandsworth",true
false,1380901680000,200172,,BikePoints_622,false,"Lansdowne Road, Ladbroke Grove",true
false,1381135320000,200186,,BikePoints_623,false,"Nantes Close, Wandsworth",true
false,1381224240000,200173,,BikePoints_624,false,"Courland Grove, Wandsworth Road",true
false,1381227480000,200190,,BikePoints_625,false,"Queen's Circus, Battersea Park",true
false,1381920300000,300008,,BikePoints_626,false,"Normand Park, West Kensington",true
false,1381931400000,200007,,BikePoints_627,false,"Holden Street, Battersea",true
false,1381414980000,200062,,BikePoints_628,false,"William Morris Way, Sands End",true
false,1381479480000,200187,,BikePoints_629,false,"Morie Street, Wandsworth",true
false,1381487100000,200194,,BikePoints_630,false,"Clarence Walk, Stockwell",true
false,1381245300000,200183,,BikePoints_631,false,"Battersea Park Road, Nine Elms",true
false,1381220700000,200176,,BikePoints_632,false,"Sheepcote Lane, Battersea",true
false,1381402920000,200116,,BikePoints_633,false,"Vereker Road, West Kensington",true
false,1381743780000,300002,,BikePoints_634,false,"Brook Green South, Brook Green",true
false,1381756440000,200215,,BikePoints_635,false,"Greyhound Road, Hammersmith",true
false,1381846320000,200180,,BikePoints_636,false,"South Park, Sands End",true
false,1381933680000,200191,,BikePoints_637,false,"Spencer Park, Wandsworth Common",true
false,1381834020000,300014,,BikePoints_638,false,"Falcon Road, Clapham Junction",true
false,1381835700000,200081,,BikePoints_639,false,"Coomer Place, West Kensington",true
false,1382010420000,200179,,BikePoints_640,false,"Silverthorne Road, Battersea",true
false,1381926900000,300025,,BikePoints_641,false,"Archbishop's Park, Waterloo",true
false,1381934220000,200192,,BikePoints_642,false,"Fawcett Close, Battersea",true
false,1382010720000,300026,,BikePoints_643,false,"All Saints' Road, Portobello",true
false,1382278560000,200182,,BikePoints_644,false,"Rainville Road, Hammersmith",true
false,1382110800000,200200,,BikePoints_645,false,"Great Suffolk Street, The Borough",true
false,1382084340000,200178,,BikePoints_646,false,"Buckingham Gate, Westminster",true
false,1382347140000,200181,,BikePoints_647,false,"Richmond Way, Shepherd's Bush",true
false,1382352840000,200171,,BikePoints_648,false,"Peterborough Road, Sands End",true
false,1382348400000,300009,,BikePoints_649,false,"World's End Place, West Chelsea",true
false,1382438520000,300034,,BikePoints_650,false,"St. Mark's Road, North Kensington",true
false,1382441580000,300030,,BikePoints_651,false,"Thorndike Close, West Chelsea",true
false,1381848540000,300022,,BikePoints_652,false,"Evesham Street, Avondale",true
false,1382539860000,200196,,BikePoints_653,false,"Simpson Street, Clapham Junction",true
false,1382520000000,200223,,BikePoints_654,false,"Ashmole Estate, Oval",true
false,1382611200000,200221,,BikePoints_655,false,"Crabtree Lane, Fulham",true
false,1382614560000,200040,,BikePoints_656,false,"Broomhouse Lane, Parsons Green",true
false,1382621400000,200220,,BikePoints_657,false,"Blythe Road West, Shepherd's Bush",true
false,1383731100000,300005,,BikePoints_658,false,"Ethelburga Estate, Battersea Park",true
false,1382697060000,200212,,BikePoints_659,false,"Blackfriars Station, St. Paul's",true
false,1382705340000,300020,,BikePoints_660,false,"West Kensington Station, West Kensington",true
false,1382887680000,300023,,BikePoints_661,false,"All Saints Church, Portobello",true
false,1382866680000,200189,,BikePoints_662,false,"Phene Street, Chelsea",true
false,1382870040000,200124,,BikePoints_663,false,"Clarendon Road, Avondale",true
false,1382964300000,300013,,BikePoints_664,false,"Austin Road, Battersea Park",true
false,1382975700000,200113,,BikePoints_665,false,"Smugglers Way, Wandsworth",true
false,1383136140000,200209,,BikePoints_667,false,"Shepherd's Bush Road North, Shepherd's Bush",true
false,1383143160000,300037,,BikePoints_668,false,"Ravenscourt Park Station, Hammersmith",true
false,1383147660000,300036,,BikePoints_669,false,"Teversham Lane, Stockwell",true
false,1383212640000,200169,,BikePoints_670,false,"Ashley Crescent, Battersea",true
false,1383217920000,300052,,BikePoints_671,false,"Parsons Green Station, Parsons Green",true
false,1383319500000,300051,,BikePoints_673,false,"Hibbert Street, Battersea",true
false,,300035,,BikePoints_674,false,"Carnegie Street, King's Cross",true
false,1383322320000,200126,,BikePoints_675,false,"Usk Road, Clapham Junction",true
false,1383584400000,200207,,BikePoints_676,false,"Hartington Road, Stockwell",true
false,1383476160000,200023,,BikePoints_677,false,"Heath Road, Battersea",true
false,1383653580000,200170,,BikePoints_678,false,"Esmond Street, Putney",true
false,1383661200000,200114,,BikePoints_679,false,"Orbel Street, Battersea",true
false,1383657480000,200210,,BikePoints_680,false,"Westbridge Road, Battersea",true
false,1383733440000,200043,,BikePoints_681,false,"Bishop's Avenue, Fulham",true
false,1383738240000,200059,,BikePoints_682,false,"Crisp Road, Hammersmith",true
false,1383750420000,200119,,BikePoints_683,false,"Dorothy Road, Clapham Junction",true
false,1383823380000,200188,,BikePoints_684,false,"Neville Gill Close, Wandsworth",true
false,1383827400000,200219,,BikePoints_685,false,"Osiers Road, Wandsworth",true
false,1383835560000,200097,,BikePoints_686,false,"Beryl Road, Hammersmith",true
false,1383915240000,200204,,BikePoints_688,false,"Northfields, Wandsworth",true
false,1383918180000,200106,,BikePoints_689,false,"Spanish Road, Clapham Junction",true
false,1383924660000,200199,,BikePoints_690,false,"Stanley Grove, Battersea",true
false,1384763520000,200184,,BikePoints_691,false,"Erin Close, Walham Green",true
false,1384166220000,200112,,BikePoints_692,false,"Cadogan Close, Victoria Park",true
false,1384001160000,300019,,BikePoints_693,false,"Felsham Road, Putney",true
false,1384004640000,300033,,BikePoints_694,false,"Putney Rail Station, Putney",true
