terminal_name,temporary,common_name,locked,removal_date,installed,install_date,place_id
200002,false,"Jubilee Street, Stepney",false,,true,1326105240000,BikePoints_450
200021,false,"Hermitage Court, Wapping",false,,true,1325501400000,BikePoints_451
200049,false,"St. Katharine's Way, Tower",false,,true,1326109140000,BikePoints_452
200045,false,"Garnet Street, Shadwell",false,,true,1326111060000,BikePoints_453
200046,false,"Napier Avenue, Millwall",false,,true,1326115380000,BikePoints_454
200031,false,"East Ferry Road, Cubitt Town",false,,true,1326117780000,BikePoints_455
200118,false,"Parkway, Camden Town",false,,true,1326197580000,BikePoints_456
200016,false,"Castlehaven Road, Camden Town",false,,true,1326203280000,BikePoints_457
200034,false,"Wapping Lane, Wapping",false,,true,1326294780000,BikePoints_458
200014,false,"Gunmakers Lane, Old Ford",false,,true,,BikePoints_459
200123,false,"Burdett Road, Mile End",false,,true,1326284820000,BikePoints_460
200013,true,"Aston Street, Stepney",false,,true,1326293640000,BikePoints_461
200105,false,"Bonny Street, Camden Town",false,,true,1326294600000,BikePoints_462
200093,false,"Thurtle Road, Haggerston",false,,true,,BikePoints_463
200082,false,"St. Mary & St. Michael Church, Stepney",false,,true,1326304980000,BikePoints_464
200152,false,"Pitfield Street North,Hoxton",false,,true,1333613280000,BikePoints_465
200158,false,"Whiston Road, Haggerston",false,,true,1326360000000,BikePoints_466
200168,false,"Southern Grove, Bow",false,,true,1326374040000,BikePoints_467
200150,false,"Cantrell Road, Bow",false,,true,1326375720000,BikePoints_468
022178,false,"Lindfield Street, Poplar",false,,true,1326381060000,BikePoints_469
200174,false,"Mostyn Grove, Bow",false,,true,1326790620000,BikePoints_470
