common_name,terminal_name,installed,install_date,locked,place_id,temporary,removal_date
"Clarence Walk, Stockwell",200194,true,1381487100000,false,BikePoints_630,false,
"Battersea Park Road, Nine Elms",200183,true,1381245300000,false,BikePoints_631,false,
"Sheepcote Lane, Battersea",200176,true,1381220700000,false,BikePoints_632,false,
"Vereker Road, West Kensington",200116,true,1381402920000,false,BikePoints_633,false,
"Brook Green South, Brook Green",300002,true,1381743780000,false,BikePoints_634,false,
"Greyhound Road, Hammersmith",200215,true,1381756440000,false,BikePoints_635,false,
"South Park, Sands End",200180,true,1381846320000,false,BikePoints_636,false,
"Spencer Park, Wandsworth Common",200191,true,1381933680000,false,BikePoints_637,false,
"Falcon Road, Clapham Junction",300014,true,1381834020000,false,BikePoints_638,false,
"Coomer Place, West Kensington",200081,true,1381835700000,false,BikePoints_639,false,
"Silverthorne Road, Battersea",200179,true,1382010420000,false,BikePoints_640,false,
"Archbishop's Park, Waterloo",300025,true,1381926900000,false,BikePoints_641,false,
"Fawcett Close, Battersea",200192,true,1381934220000,false,BikePoints_642,false,
"All Saints' Road, Portobello",300026,true,1382010720000,false,BikePoints_643,false,
"Rainville Road, Hammersmith",200182,true,1382278560000,false,BikePoints_644,false,
"Great Suffolk Street, The Borough",200200,true,1382110800000,false,BikePoints_645,false,
"Buckingham Gate, Westminster",200178,true,1382084340000,false,BikePoints_646,false,
"Richmond Way, Shepherd's Bush",200181,true,1382347140000,false,BikePoints_647,false,
"Peterborough Road, Sands End",200171,true,1382352840000,false,BikePoints_648,false,
"World's End Place, West Chelsea",300009,true,1382348400000,false,BikePoints_649,false,
"St. Mark's Road, North Kensington",300034,true,1382438520000,false,BikePoints_650,false,
"Thorndike Close, West Chelsea",300030,true,1382441580000,false,BikePoints_651,false,
"Evesham Street, Avondale",300022,true,1381848540000,false,BikePoints_652,false,
"Simpson Street, Clapham Junction",200196,true,1382539860000,false,BikePoints_653,false,
"Ashmole Estate, Oval",200223,true,1382520000000,false,BikePoints_654,false,
"Crabtree Lane, Fulham",200221,true,1382611200000,false,BikePoints_655,false,
"Broomhouse Lane, Parsons Green",200040,true,1382614560000,false,BikePoints_656,false,
"Blythe Road West, Shepherd's Bush",200220,true,1382621400000,false,BikePoints_657,false,
"Ethelburga Estate, Battersea Park",300005,true,1383731100000,false,BikePoints_658,false,
"Blackfriars Station, St. Paul's",200212,true,1382697060000,false,BikePoints_659,false,
"West Kensington Station, West Kensington",300020,true,1382705340000,false,BikePoints_660,false,
"All Saints Church, Portobello",300023,true,1382887680000,false,BikePoints_661,false,
"Phene Street, Chelsea",200189,true,1382866680000,false,BikePoints_662,false,
"Clarendon Road, Avondale",200124,true,1382870040000,false,BikePoints_663,false,
"Austin Road, Battersea Park",300013,true,1382964300000,false,BikePoints_664,false,
"Smugglers Way, Wandsworth",200113,true,1382975700000,false,BikePoints_665,false,
"Shepherd's Bush Road North, Shepherd's Bush",200209,true,1383136140000,false,BikePoints_667,false,
"Ravenscourt Park Station, Hammersmith",300037,true,1383143160000,false,BikePoints_668,false,
"Teversham Lane, Stockwell",300036,true,1383147660000,false,BikePoints_669,false,
"Ashley Crescent, Battersea",200169,true,1383212640000,false,BikePoints_670,false,
"Parsons Green Station, Parsons Green",300052,true,1383217920000,false,BikePoints_671,false,
"Hibbert Street, Battersea",300051,true,1383319500000,false,BikePoints_673,false,
"Carnegie Street, King's Cross",300035,true,,false,BikePoints_674,false,
"Usk Road, Clapham Junction",200126,true,1383322320000,false,BikePoints_675,false,
"Hartington Road, Stockwell",200207,true,1383584400000,false,BikePoints_676,false,
"Heath Road, Battersea",200023,true,1383476160000,false,BikePoints_677,false,
"Esmond Street, Putney",200170,true,1383653580000,false,BikePoints_678,false,
"Orbel Street, Battersea",200114,true,1383661200000,false,BikePoints_679,false,
"Westbridge Road, Battersea",200210,true,1383657480000,false,BikePoints_680,false,
"Bishop's Avenue, Fulham",200043,true,1383733440000,false,BikePoints_681,false,
"Crisp Road, Hammersmith",200059,true,1383738240000,false,BikePoints_682,false,
"Dorothy Road, Clapham Junction",200119,true,1383750420000,false,BikePoints_683,false,
"Neville Gill Close, Wandsworth",200188,true,1383823380000,false,BikePoints_684,false,
"Osiers Road, Wandsworth",200219,true,1383827400000,false,BikePoints_685,false,
"Beryl Road, Hammersmith",200097,true,1383835560000,false,BikePoints_686,false,
"Northfields, Wandsworth",200204,true,1383915240000,false,BikePoints_688,false,
"Spanish Road, Clapham Junction",200106,true,1383918180000,false,BikePoints_689,false,
"Stanley Grove, Battersea",200199,true,1383924660000,false,BikePoints_690,false,
"Erin Close, Walham Green",200184,true,1384763520000,false,BikePoints_691,false,
"Cadogan Close, Victoria Park",200112,true,1384166220000,false,BikePoints_692,false,
"Felsham Road, Putney",300019,true,1384001160000,false,BikePoints_693,false,
"Putney Rail Station, Putney",300033,true,1384004640000,false,BikePoints_694,false,
"Islington Green, Angel",300031,true,1384172820000,false,BikePoints_695,false,
"Charing Cross Hospital, Hammersmith",300018,true,1384180020000,false,BikePoints_696,false,
"Charlotte Terrace, Angel",200129,true,1384251120000,false,BikePoints_697,false,
"King Edward Street, St Pauls",200203,true,,false,BikePoints_557,false,
"The Guildhall, Guildhall",001044,true,1279187040000,false,BikePoints_120,false,
"Grafton Street, Mayfair",003431,true,1278752580000,false,BikePoints_53,false,
"Chepstow Villas, Notting Hill",001120,true,1279215720000,false,BikePoints_151,false,
"Cheapside, Bank",022180,true,1310725680000,false,BikePoints_427,false,
