temporary,install_date,terminal_name,locked,common_name,installed,place_id,removal_date
false,1381920300000,300008,false,"Normand Park, West Kensington",true,BikePoints_626,
false,1381931400000,200007,false,"Holden Street, Battersea",true,BikePoints_627,
false,1381414980000,200062,false,"William Morris Way, Sands End",true,BikePoints_628,
false,1381479480000,200187,false,"Morie Street, Wandsworth",true,BikePoints_629,
false,1381487100000,200194,false,"Clarence Walk, Stockwell",true,BikePoints_630,
false,1381245300000,200183,false,"Battersea Park Road, Nine Elms",true,BikePoints_631,
false,1381220700000,200176,false,"Sheepcote Lane, Battersea",true,BikePoints_632,
false,1381402920000,200116,false,"Vereker Road, West Kensington",true,BikePoints_633,
false,1381743780000,300002,false,"Brook Green South, Brook Green",true,BikePoints_634,
false,1381756440000,200215,false,"Greyhound Road, Hammersmith",true,BikePoints_635,
false,1381846320000,200180,false,"South Park, Sands End",true,BikePoints_636,
false,1381933680000,200191,false,"Spencer Park, Wandsworth Common",true,BikePoints_637,
false,1381834020000,300014,false,"Falcon Road, Clapham Junction",true,BikePoints_638,
false,1381835700000,200081,false,"Coomer Place, West Kensington",true,BikePoints_639,
false,1382010420000,200179,false,"Silverthorne Road, Battersea",true,BikePoints_640,
false,1381926900000,300025,false,"Archbishop's Park, Waterloo",true,BikePoints_641,
false,1381934220000,200192,false,"Fawcett Close, Battersea",true,BikePoints_642,
false,1382010720000,300026,false,"All Saints' Road, Portobello",true,BikePoints_643,
false,1382278560000,200182,false,"Rainville Road, Hammersmith",true,BikePoints_644,
false,1382110800000,200200,false,"Great Suffolk Street, The Borough",true,BikePoints_645,
false,1382084340000,200178,false,"Buckingham Gate, Westminster",true,BikePoints_646,
false,1382347140000,200181,false,"Richmond Way, Shepherd's Bush",true,BikePoints_647,
false,1382352840000,200171,false,"Peterborough Road, Sands End",true,BikePoints_648,
false,1382348400000,300009,false,"World's End Place, West Chelsea",true,BikePoints_649,
false,1382438520000,300034,false,"St. Mark's Road, North Kensington",true,BikePoints_650,
false,1382441580000,300030,false,"Thorndike Close, West Chelsea",true,BikePoints_651,
false,1381848540000,300022,false,"Evesham Street, Avondale",true,BikePoints_652,
false,1382539860000,200196,false,"Simpson Street, Clapham Junction",true,BikePoints_653,
false,1382520000000,200223,false,"Ashmole Estate, Oval",true,BikePoints_654,
false,1382611200000,200221,false,"Crabtree Lane, Fulham",true,BikePoints_655,
false,1382614560000,200040,false,"Broomhouse Lane, Parsons Green",true,BikePoints_656,
false,1382621400000,200220,false,"Blythe Road West, Shepherd's Bush",true,BikePoints_657,
false,1383731100000,300005,false,"Ethelburga Estate, Battersea Park",true,BikePoints_658,
false,1382697060000,200212,false,"Blackfriars Station, St. Paul's",true,BikePoints_659,
false,1382705340000,300020,false,"West Kensington Station, West Kensington",true,BikePoints_660,
false,1382887680000,300023,false,"All Saints Church, Portobello",true,BikePoints_661,
false,1382866680000,200189,false,"Phene Street, Chelsea",true,BikePoints_662,
false,1382870040000,200124,false,"Clarendon Road, Avondale",true,BikePoints_663,
false,1382964300000,300013,false,"Austin Road, Battersea Park",true,BikePoints_664,
false,1382975700000,200113,false,"Smugglers Way, Wandsworth",true,BikePoints_665,
false,1383136140000,200209,false,"Shepherd's Bush Road North, Shepherd's Bush",true,BikePoints_667,
false,1383143160000,300037,false,"Ravenscourt Park Station, Hammersmith",true,BikePoints_668,
false,1383147660000,300036,false,"Teversham Lane, Stockwell",true,BikePoints_669,
false,1383212640000,200169,false,"Ashley Crescent, Battersea",true,BikePoints_670,
false,1383217920000,300052,false,"Parsons Green Station, Parsons Green",true,BikePoints_671,
false,1383319500000,300051,false,"Hibbert Street, Battersea",true,BikePoints_673,
false,,300035,false,"Carnegie Street, King's Cross",true,BikePoints_674,
false,1383322320000,200126,false,"Usk Road, Clapham Junction",true,BikePoints_675,
false,1383584400000,200207,false,"Hartington Road, Stockwell",true,BikePoints_676,
false,1383476160000,200023,false,"Heath Road, Battersea",true,BikePoints_677,
false,1383653580000,200170,false,"Esmond Street, Putney",true,BikePoints_678,
false,1383661200000,200114,false,"Orbel Street, Battersea",true,BikePoints_679,
false,1383657480000,200210,false,"Westbridge Road, Battersea",true,BikePoints_680,
false,1383733440000,200043,false,"Bishop's Avenue, Fulham",true,BikePoints_681,
false,1383738240000,200059,false,"Crisp Road, Hammersmith",true,BikePoints_682,
false,1383750420000,200119,false,"Dorothy Road, Clapham Junction",true,BikePoints_683,
false,1383823380000,200188,false,"Neville Gill Close, Wandsworth",true,BikePoints_684,
false,1383827400000,200219,false,"Osiers Road, Wandsworth",true,BikePoints_685,
false,1383835560000,200097,false,"Beryl Road, Hammersmith",true,BikePoints_686,
false,1383915240000,200204,false,"Northfields, Wandsworth",true,BikePoints_688,
false,1383918180000,200106,false,"Spanish Road, Clapham Junction",true,BikePoints_689,
false,1383924660000,200199,false,"Stanley Grove, Battersea",true,BikePoints_690,
false,1384763520000,200184,false,"Erin Close, Walham Green",true,BikePoints_691,
false,1384166220000,200112,false,"Cadogan Close, Victoria Park",true,BikePoints_692,
false,1384001160000,300019,false,"Felsham Road, Putney",true,BikePoints_693,
false,1384004640000,300033,false,"Putney Rail Station, Putney",true,BikePoints_694,
false,1384172820000,300031,false,"Islington Green, Angel",true,BikePoints_695,
false,1384180020000,300018,false,"Charing Cross Hospital, Hammersmith",true,BikePoints_696,
false,1384251120000,200129,false,"Charlotte Terrace, Angel",true,BikePoints_697,
