removal_date,locked,install_date,place_id,temporary,common_name,installed,terminal_name
,false,1381224240000,BikePoints_624,false,"Courland Grove, Wandsworth Road",true,200173
,false,1381227480000,BikePoints_625,false,"Queen's Circus, Battersea Park",true,200190
,false,1381920300000,BikePoints_626,false,"Normand Park, West Kensington",true,300008
,false,1381931400000,BikePoints_627,false,"Holden Street, Battersea",true,200007
,false,1381414980000,BikePoints_628,false,"William Morris Way, Sands End",true,200062
,false,1381479480000,BikePoints_629,false,"Morie Street, Wandsworth",true,200187
,false,1381487100000,BikePoints_630,false,"Clarence Walk, Stockwell",true,200194
,false,1381245300000,BikePoints_631,false,"Battersea Park Road, Nine Elms",true,200183
,false,1381220700000,BikePoints_632,false,"Sheepcote Lane, Battersea",true,200176
,false,1381402920000,BikePoints_633,false,"Vereker Road, West Kensington",true,200116
,false,1381743780000,BikePoints_634,false,"Brook Green South, Brook Green",true,300002
,false,1381756440000,BikePoints_635,false,"Greyhound Road, Hammersmith",true,200215
,false,1381846320000,BikePoints_636,false,"South Park, Sands End",true,200180
,false,1381933680000,BikePoints_637,false,"Spencer Park, Wandsworth Common",true,200191
,false,1381834020000,BikePoints_638,false,"Falcon Road, Clapham Junction",true,300014
,false,1381835700000,BikePoints_639,false,"Coomer Place, West Kensington",true,200081
,false,1382010420000,BikePoints_640,false,"Silverthorne Road, Battersea",true,200179
,false,1381926900000,BikePoints_641,false,"Archbishop's Park, Waterloo",true,300025
,false,1381934220000,BikePoints_642,false,"Fawcett Close, Battersea",true,200192
,false,1382010720000,BikePoints_643,false,"All Saints' Road, Portobello",true,300026
,false,1382278560000,BikePoints_644,false,"Rainville Road, Hammersmith",true,200182
,false,1382110800000,BikePoints_645,false,"Great Suffolk Street, The Borough",true,200200
,false,1382084340000,BikePoints_646,false,"Buckingham Gate, Westminster",true,200178
,false,1382347140000,BikePoints_647,false,"Richmond Way, Shepherd's Bush",true,200181
,false,1382352840000,BikePoints_648,false,"Peterborough Road, Sands End",true,200171
,false,1382348400000,BikePoints_649,false,"World's End Place, West Chelsea",true,300009
,false,1382438520000,BikePoints_650,false,"St. Mark's Road, North Kensington",true,300034
,false,1382441580000,BikePoints_651,false,"Thorndike Close, West Chelsea",true,300030
,false,1381848540000,BikePoints_652,false,"Evesham Street, Avondale",true,300022
,false,1382539860000,BikePoints_653,false,"Simpson Street, Clapham Junction",true,200196
,false,1382520000000,BikePoints_654,false,"Ashmole Estate, Oval",true,200223
,false,1382611200000,BikePoints_655,false,"Crabtree Lane, Fulham",true,200221
,false,1382614560000,BikePoints_656,false,"Broomhouse Lane, Parsons Green",true,200040
,false,1382621400000,BikePoints_657,false,"Blythe Road West, Shepherd's Bush",true,200220
,false,1383731100000,BikePoints_658,false,"Ethelburga Estate, Battersea Park",true,300005
,false,1382697060000,BikePoints_659,false,"Blackfriars Station, St. Paul's",true,200212
,false,1382705340000,BikePoints_660,false,"West Kensington Station, West Kensington",true,300020
,false,1382887680000,BikePoints_661,false,"All Saints Church, Portobello",true,300023
,false,1382866680000,BikePoints_662,false,"Phene Street, Chelsea",true,200189
,false,1382870040000,BikePoints_663,false,"Clarendon Road, Avondale",true,200124
,false,1382964300000,BikePoints_664,false,"Austin Road, Battersea Park",true,300013
,false,1382975700000,BikePoints_665,false,"Smugglers Way, Wandsworth",true,200113
,false,1383136140000,BikePoints_667,false,"Shepherd's Bush Road North, Shepherd's Bush",true,200209
,false,1383143160000,BikePoints_668,false,"Ravenscourt Park Station, Hammersmith",true,300037
,false,1383147660000,BikePoints_669,false,"Teversham Lane, Stockwell",true,300036
,false,1383212640000,BikePoints_670,false,"Ashley Crescent, Battersea",true,200169
,false,1383217920000,BikePoints_671,false,"Parsons Green Station, Parsons Green",true,300052
,false,1383319500000,BikePoints_673,false,"Hibbert Street, Battersea",true,300051
,false,,BikePoints_674,false,"Carnegie Street, King's Cross",true,300035
,false,1383322320000,BikePoints_675,false,"Usk Road, Clapham Junction",true,200126
,false,1383584400000,BikePoints_676,false,"Hartington Road, Stockwell",true,200207
,false,1383476160000,BikePoints_677,false,"Heath Road, Battersea",true,200023
,false,1383653580000,BikePoints_678,false,"Esmond Street, Putney",true,200170
,false,1383661200000,BikePoints_679,false,"Orbel Street, Battersea",true,200114
,false,1383657480000,BikePoints_680,false,"Westbridge Road, Battersea",true,200210
,false,1383733440000,BikePoints_681,false,"Bishop's Avenue, Fulham",true,200043
,false,1383738240000,BikePoints_682,false,"Crisp Road, Hammersmith",true,200059
,false,1383750420000,BikePoints_683,false,"Dorothy Road, Clapham Junction",true,200119
,false,1383823380000,BikePoints_684,false,"Neville Gill Close, Wandsworth",true,200188
,false,1383827400000,BikePoints_685,false,"Osiers Road, Wandsworth",true,200219
,false,1383835560000,BikePoints_686,false,"Beryl Road, Hammersmith",true,200097
,false,1383915240000,BikePoints_688,false,"Northfields, Wandsworth",true,200204
,false,1383918180000,BikePoints_689,false,"Spanish Road, Clapham Junction",true,200106
,false,1383924660000,BikePoints_690,false,"Stanley Grove, Battersea",true,200199
,false,1384763520000,BikePoints_691,false,"Erin Close, Walham Green",true,200184
,false,1384166220000,BikePoints_692,false,"Cadogan Close, Victoria Park",true,200112
,false,1384001160000,BikePoints_693,false,"Felsham Road, Putney",true,300019
,false,1384004640000,BikePoints_694,false,"Putney Rail Station, Putney",true,300033
,false,1384172820000,BikePoints_695,false,"Islington Green, Angel",true,300031
,false,1384180020000,BikePoints_696,false,"Charing Cross Hospital, Hammersmith",true,300018
,false,1384251120000,BikePoints_697,false,"Charlotte Terrace, Angel",true,200129
,false,1279108920000,BikePoints_110,false,"Wellington Road, St. John's Wood",true,001055
