install_date,locked,installed,common_name,terminal_name,removal_date,temporary,place_id
1381245300000,false,true,"Battersea Park Road, Nine Elms",200183,,false,BikePoints_631
1381220700000,false,true,"Sheepcote Lane, Battersea",200176,,false,BikePoints_632
1381402920000,false,true,"Vereker Road, West Kensington",200116,,false,BikePoints_633
1381743780000,false,true,"Brook Green South, Brook Green",300002,,false,BikePoints_634
1381756440000,false,true,"Greyhound Road, Hammersmith",200215,,false,BikePoints_635
1381846320000,false,true,"South Park, Sands End",200180,,false,BikePoints_636
1381933680000,false,true,"Spencer Park, Wandsworth Common",200191,,false,BikePoints_637
1381834020000,false,true,"Falcon Road, Clapham Junction",300014,,false,BikePoints_638
1381835700000,false,true,"Coomer Place, West Kensington",200081,,false,BikePoints_639
1382010420000,false,true,"Silverthorne Road, Battersea",200179,,false,BikePoints_640
1381926900000,false,true,"Archbishop's Park, Waterloo",300025,,false,BikePoints_641
1381934220000,false,true,"Fawcett Close, Battersea",200192,,false,BikePoints_642
1382010720000,false,true,"All Saints' Road, Portobello",300026,,false,BikePoints_643
1382278560000,false,true,"Rainville Road, Hammersmith",200182,,false,BikePoints_644
1382110800000,false,true,"Great Suffolk Street, The Borough",200200,,false,BikePoints_645
1382084340000,false,true,"Buckingham Gate, Westminster",200178,,false,BikePoints_646
1382347140000,false,true,"Richmond Way, Shepherd's Bush",200181,,false,BikePoints_647
1382352840000,false,true,"Peterborough Road, Sands End",200171,,false,BikePoints_648
1382348400000,false,true,"World's End Place, West Chelsea",300009,,false,BikePoints_649
1382438520000,false,true,"St. Mark's Road, North Kensington",300034,,false,BikePoints_650
1382441580000,false,true,"Thorndike Close, West Chelsea",300030,,false,BikePoints_651
1381848540000,false,true,"Evesham Street, Avondale",300022,,false,BikePoints_652
1382539860000,false,true,"Simpson Street, Clapham Junction",200196,,false,BikePoints_653
1382520000000,false,true,"Ashmole Estate, Oval",200223,,false,BikePoints_654
1382611200000,false,true,"Crabtree Lane, Fulham",200221,,false,BikePoints_655
1382614560000,false,true,"Broomhouse Lane, Parsons Green",200040,,false,BikePoints_656
1382621400000,false,true,"Blythe Road West, Shepherd's Bush",200220,,false,BikePoints_657
1383731100000,false,true,"Ethelburga Estate, Battersea Park",300005,,false,BikePoints_658
1382697060000,false,true,"Blackfriars Station, St. Paul's",200212,,false,BikePoints_659
1382705340000,false,true,"West Kensington Station, West Kensington",300020,,false,BikePoints_660
1382887680000,false,true,"All Saints Church, Portobello",300023,,false,BikePoints_661
1382866680000,false,true,"Phene Street, Chelsea",200189,,false,BikePoints_662
1382870040000,false,true,"Clarendon Road, Avondale",200124,,false,BikePoints_663
1382964300000,false,true,"Austin Road, Battersea Park",300013,,false,BikePoints_664
1382975700000,false,true,"Smugglers Way, Wandsworth",200113,,false,BikePoints_665
1383136140000,false,true,"Shepherd's Bush Road North, Shepherd's Bush",200209,,false,BikePoints_667
1383143160000,false,true,"Ravenscourt Park Station, Hammersmith",300037,,false,BikePoints_668
1383147660000,false,true,"Teversham Lane, Stockwell",300036,,false,BikePoints_669
1383212640000,false,true,"Ashley Crescent, Battersea",200169,,false,BikePoints_670
1383217920000,false,true,"Parsons Green Station, Parsons Green",300052,,false,BikePoints_671
1383319500000,false,true,"Hibbert Street, Battersea",300051,,false,BikePoints_673
,false,true,"Carnegie Street, King's Cross",300035,,false,BikePoints_674
1383322320000,false,true,"Usk Road, Clapham Junction",200126,,false,BikePoints_675
1383584400000,false,true,"Hartington Road, Stockwell",200207,,false,BikePoints_676
1383476160000,false,true,"Heath Road, Battersea",200023,,false,BikePoints_677
1383653580000,false,true,"Esmond Street, Putney",200170,,false,BikePoints_678
1383661200000,false,true,"Orbel Street, Battersea",200114,,false,BikePoints_679
1383657480000,false,true,"Westbridge Road, Battersea",200210,,false,BikePoints_680
1383733440000,false,true,"Bishop's Avenue, Fulham",200043,,false,BikePoints_681
1383738240000,false,true,"Crisp Road, Hammersmith",200059,,false,BikePoints_682
1383750420000,false,true,"Dorothy Road, Clapham Junction",200119,,false,BikePoints_683
1383823380000,false,true,"Neville Gill Close, Wandsworth",200188,,false,BikePoints_684
1383827400000,false,true,"Osiers Road, Wandsworth",200219,,false,BikePoints_685
1383835560000,false,true,"Beryl Road, Hammersmith",200097,,false,BikePoints_686
1383915240000,false,true,"Northfields, Wandsworth",200204,,false,BikePoints_688
1383918180000,false,true,"Spanish Road, Clapham Junction",200106,,false,BikePoints_689
1383924660000,false,true,"Stanley Grove, Battersea",200199,,false,BikePoints_690
1384763520000,false,true,"Erin Close, Walham Green",200184,,false,BikePoints_691
1384166220000,false,true,"Cadogan Close, Victoria Park",200112,,false,BikePoints_692
1384001160000,false,true,"Felsham Road, Putney",300019,,false,BikePoints_693
1384004640000,false,true,"Putney Rail Station, Putney",300033,,false,BikePoints_694
1384172820000,false,true,"Islington Green, Angel",300031,,false,BikePoints_695
1384180020000,false,true,"Charing Cross Hospital, Hammersmith",300018,,false,BikePoints_696
1384251120000,false,true,"Charlotte Terrace, Angel",200129,,false,BikePoints_697
,false,true,"King Edward Street, St Pauls",200203,,false,BikePoints_557
1279187040000,false,true,"The Guildhall, Guildhall",001044,,false,BikePoints_120
