locked,terminal_name,removal_date,installed,temporary,place_id,common_name,install_date
false,200190,,true,false,BikePoints_625,"Queen's Circus, Battersea Park",1381227480000
false,300008,,true,false,BikePoints_626,"Normand Park, West Kensington",1381920300000
false,200007,,true,false,BikePoints_627,"Holden Street, Battersea",1381931400000
false,200062,,true,false,BikePoints_628,"William Morris Way, Sands End",1381414980000
false,200187,,true,false,BikePoints_629,"Morie Street, Wandsworth",1381479480000
false,200194,,true,false,BikePoints_630,"Clarence Walk, Stockwell",1381487100000
false,200183,,true,false,BikePoints_631,"Battersea Park Road, Nine Elms",1381245300000
false,200176,,true,false,BikePoints_632,"Sheepcote Lane, Battersea",1381220700000
false,200116,,true,false,BikePoints_633,"Vereker Road, West Kensington",1381402920000
false,300002,,true,false,BikePoints_634,"Brook Green South, Brook Green",1381743780000
false,200215,,true,false,BikePoints_635,"Greyhound Road, Hammersmith",1381756440000
false,200180,,true,false,BikePoints_636,"South Park, Sands End",1381846320000
false,200191,,true,false,BikePoints_637,"Spencer Park, Wandsworth Common",1381933680000
false,300014,,true,false,BikePoints_638,"Falcon Road, Clapham Junction",1381834020000
false,200081,,true,false,BikePoints_639,"Coomer Place, West Kensington",1381835700000
false,200179,,true,false,BikePoints_640,"Silverthorne Road, Battersea",1382010420000
false,300025,,true,false,BikePoints_641,"Archbishop's Park, Waterloo",1381926900000
false,200192,,true,false,BikePoints_642,"Fawcett Close, Battersea",1381934220000
false,300026,,true,false,BikePoints_643,"All Saints' Road, Portobello",1382010720000
false,200182,,true,false,BikePoints_644,"Rainville Road, Hammersmith",1382278560000
false,200200,,true,false,BikePoints_645,"Great Suffolk Street, The Borough",1382110800000
false,200178,,true,false,BikePoints_646,"Buckingham Gate, Westminster",1382084340000
false,200181,,true,false,BikePoints_647,"Richmond Way, Shepherd's Bush",1382347140000
false,200171,,true,false,BikePoints_648,"Peterborough Road, Sands End",1382352840000
false,300009,,true,false,BikePoints_649,"World's End Place, West Chelsea",1382348400000
false,300034,,true,false,BikePoints_650,"St. Mark's Road, North Kensington",1382438520000
false,300030,,true,false,BikePoints_651,"Thorndike Close, West Chelsea",1382441580000
false,300022,,true,false,BikePoints_652,"Evesham Street, Avondale",1381848540000
false,200196,,true,false,BikePoints_653,"Simpson Street, Clapham Junction",1382539860000
false,200223,,true,false,BikePoints_654,"Ashmole Estate, Oval",1382520000000
false,200221,,true,false,BikePoints_655,"Crabtree Lane, Fulham",1382611200000
false,200040,,true,false,BikePoints_656,"Broomhouse Lane, Parsons Green",1382614560000
false,200220,,true,false,BikePoints_657,"Blythe Road West, Shepherd's Bush",1382621400000
false,300005,,true,false,BikePoints_658,"Ethelburga Estate, Battersea Park",1383731100000
false,200212,,true,false,BikePoints_659,"Blackfriars Station, St. Paul's",1382697060000
false,300020,,true,false,BikePoints_660,"West Kensington Station, West Kensington",1382705340000
false,300023,,true,false,BikePoints_661,"All Saints Church, Portobello",1382887680000
false,200189,,true,false,BikePoints_662,"Phene Street, Chelsea",1382866680000
false,200124,,true,false,BikePoints_663,"Clarendon Road, Avondale",1382870040000
false,300013,,true,false,BikePoints_664,"Austin Road, Battersea Park",1382964300000
false,200113,,true,false,BikePoints_665,"Smugglers Way, Wandsworth",1382975700000
false,200209,,true,false,BikePoints_667,"Shepherd's Bush Road North, Shepherd's Bush",1383136140000
false,300037,,true,false,BikePoints_668,"Ravenscourt Park Station, Hammersmith",1383143160000
false,300036,,true,false,BikePoints_669,"Teversham Lane, Stockwell",1383147660000
false,200169,,true,false,BikePoints_670,"Ashley Crescent, Battersea",1383212640000
false,300052,,true,false,BikePoints_671,"Parsons Green Station, Parsons Green",1383217920000
false,300051,,true,false,BikePoints_673,"Hibbert Street, Battersea",1383319500000
false,300035,,true,false,BikePoints_674,"Carnegie Street, King's Cross",
false,200126,,true,false,BikePoints_675,"Usk Road, Clapham Junction",1383322320000
false,200207,,true,false,BikePoints_676,"Hartington Road, Stockwell",1383584400000
false,200023,,true,false,BikePoints_677,"Heath Road, Battersea",1383476160000
false,200170,,true,false,BikePoints_678,"Esmond Street, Putney",1383653580000
false,200114,,true,false,BikePoints_679,"Orbel Street, Battersea",1383661200000
false,200210,,true,false,BikePoints_680,"Westbridge Road, Battersea",1383657480000
false,200043,,true,false,BikePoints_681,"Bishop's Avenue, Fulham",1383733440000
false,200059,,true,false,BikePoints_682,"Crisp Road, Hammersmith",1383738240000
false,200119,,true,false,BikePoints_683,"Dorothy Road, Clapham Junction",1383750420000
false,200188,,true,false,BikePoints_684,"Neville Gill Close, Wandsworth",1383823380000
false,200219,,true,false,BikePoints_685,"Osiers Road, Wandsworth",1383827400000
false,200097,,true,false,BikePoints_686,"Beryl Road, Hammersmith",1383835560000
false,200204,,true,false,BikePoints_688,"Northfields, Wandsworth",1383915240000
false,200106,,true,false,BikePoints_689,"Spanish Road, Clapham Junction",1383918180000
false,200199,,true,false,BikePoints_690,"Stanley Grove, Battersea",1383924660000
false,200184,,true,false,BikePoints_691,"Erin Close, Walham Green",1384763520000
false,200112,,true,false,BikePoints_692,"Cadogan Close, Victoria Park",1384166220000
false,300019,,true,false,BikePoints_693,"Felsham Road, Putney",1384001160000
false,300033,,true,false,BikePoints_694,"Putney Rail Station, Putney",1384004640000
false,300031,,true,false,BikePoints_695,"Islington Green, Angel",1384172820000
false,300018,,true,false,BikePoints_696,"Charing Cross Hospital, Hammersmith",1384180020000
false,200090,,true,false,BikePoints_490,"Pennington Street, Wapping",
