temporary,installed,terminal_name,install_date,locked,removal_date,common_name,place_id
false,true,200062,1381414980000,false,,"William Morris Way, Sands End",BikePoints_628
false,true,200187,1381479480000,false,,"Morie Street, Wandsworth",BikePoints_629
false,true,200194,1381487100000,false,,"Clarence Walk, Stockwell",BikePoints_630
false,true,200183,1381245300000,false,,"Battersea Park Road, Nine Elms",BikePoints_631
false,true,200176,1381220700000,false,,"Sheepcote Lane, Battersea",BikePoints_632
false,true,200116,1381402920000,false,,"Vereker Road, West Kensington",BikePoints_633
false,true,300002,1381743780000,false,,"Brook Green South, Brook Green",BikePoints_634
false,true,200215,1381756440000,false,,"Greyhound Road, Hammersmith",BikePoints_635
false,true,200180,1381846320000,false,,"South Park, Sands End",BikePoints_636
false,true,200191,1381933680000,false,,"Spencer Park, Wandsworth Common",BikePoints_637
false,true,300014,1381834020000,false,,"Falcon Road, Clapham Junction",BikePoints_638
false,true,200081,1381835700000,false,,"Coomer Place, West Kensington",BikePoints_639
false,true,200179,1382010420000,false,,"Silverthorne Road, Battersea",BikePoints_640
false,true,300025,1381926900000,false,,"Archbishop's Park, Waterloo",BikePoints_641
false,true,200192,1381934220000,false,,"Fawcett Close, Battersea",BikePoints_642
false,true,300026,1382010720000,false,,"All Saints' Road, Portobello",BikePoints_643
false,true,200182,1382278560000,false,,"Rainville Road, Hammersmith",BikePoints_644
false,true,200200,1382110800000,false,,"Great Suffolk Street, The Borough",BikePoints_645
false,true,200178,1382084340000,false,,"Buckingham Gate, Westminster",BikePoints_646
false,true,200181,1382347140000,false,,"Richmond Way, Shepherd's Bush",BikePoints_647
false,true,200171,1382352840000,false,,"Peterborough Road, Sands End",BikePoints_648
false,true,300009,1382348400000,false,,"World's End Place, West Chelsea",BikePoints_649
false,true,300034,1382438520000,false,,"St. Mark's Road, North Kensington",BikePoints_650
false,true,300030,1382441580000,false,,"Thorndike Close, West Chelsea",BikePoints_651
false,true,300022,1381848540000,false,,"Evesham Street, Avondale",BikePoints_652
false,true,200196,1382539860000,false,,"Simpson Street, Clapham Junction",BikePoints_653
false,true,200223,1382520000000,false,,"Ashmole Estate, Oval",BikePoints_654
false,true,200221,1382611200000,false,,"Crabtree Lane, Fulham",BikePoints_655
false,true,200040,1382614560000,false,,"Broomhouse Lane, Parsons Green",BikePoints_656
false,true,200220,1382621400000,false,,"Blythe Road West, Shepherd's Bush",BikePoints_657
false,true,300005,1383731100000,false,,"Ethelburga Estate, Battersea Park",BikePoints_658
false,true,200212,1382697060000,false,,"Blackfriars Station, St. Paul's",BikePoints_659
false,true,300020,1382705340000,false,,"West Kensington Station, West Kensington",BikePoints_660
false,true,300023,1382887680000,false,,"All Saints Church, Portobello",BikePoints_661
false,true,200189,1382866680000,false,,"Phene Street, Chelsea",BikePoints_662
false,true,200124,1382870040000,false,,"Clarendon Road, Avondale",BikePoints_663
false,true,300013,1382964300000,false,,"Austin Road, Battersea Park",BikePoints_664
false,true,200113,1382975700000,false,,"Smugglers Way, Wandsworth",BikePoints_665
false,true,200209,1383136140000,false,,"Shepherd's Bush Road North, Shepherd's Bush",BikePoints_667
false,true,300037,1383143160000,false,,"Ravenscourt Park Station, Hammersmith",BikePoints_668
false,true,300036,1383147660000,false,,"Teversham Lane, Stockwell",BikePoints_669
false,true,200169,1383212640000,false,,"Ashley Crescent, Battersea",BikePoints_670
false,true,300052,1383217920000,false,,"Parsons Green Station, Parsons Green",BikePoints_671
false,true,300051,1383319500000,false,,"Hibbert Street, Battersea",BikePoints_673
false,true,300035,,false,,"Carnegie Street, King's Cross",BikePoints_674
false,true,200126,1383322320000,false,,"Usk Road, Clapham Junction",BikePoints_675
false,true,200207,1383584400000,false,,"Hartington Road, Stockwell",BikePoints_676
false,true,200023,1383476160000,false,,"Heath Road, Battersea",BikePoints_677
false,true,200170,1383653580000,false,,"Esmond Street, Putney",BikePoints_678
false,true,200114,1383661200000,false,,"Orbel Street, Battersea",BikePoints_679
false,true,200210,1383657480000,false,,"Westbridge Road, Battersea",BikePoints_680
false,true,200043,1383733440000,false,,"Bishop's Avenue, Fulham",BikePoints_681
false,true,200059,1383738240000,false,,"Crisp Road, Hammersmith",BikePoints_682
false,true,200119,1383750420000,false,,"Dorothy Road, Clapham Junction",BikePoints_683
false,true,200188,1383823380000,false,,"Neville Gill Close, Wandsworth",BikePoints_684
false,true,200219,1383827400000,false,,"Osiers Road, Wandsworth",BikePoints_685
false,true,200097,1383835560000,false,,"Beryl Road, Hammersmith",BikePoints_686
false,true,200204,1383915240000,false,,"Northfields, Wandsworth",BikePoints_688
false,true,200106,1383918180000,false,,"Spanish Road, Clapham Junction",BikePoints_689
false,true,200199,1383924660000,false,,"Stanley Grove, Battersea",BikePoints_690
false,true,200184,1384763520000,false,,"Erin Close, Walham Green",BikePoints_691
false,true,200112,1384166220000,false,,"Cadogan Close, Victoria Park",BikePoints_692
false,true,300019,1384001160000,false,,"Felsham Road, Putney",BikePoints_693
false,true,300033,1384004640000,false,,"Putney Rail Station, Putney",BikePoints_694
false,true,300031,1384172820000,false,,"Islington Green, Angel",BikePoints_695
false,true,300018,1384180020000,false,,"Charing Cross Hospital, Hammersmith",BikePoints_696
false,true,200129,1384251120000,false,,"Charlotte Terrace, Angel",BikePoints_697
false,true,200122,1384774620000,false,,"Hawley Crescent, Camden Town",BikePoints_713
