common_name,terminal_name,removal_date,locked,temporary,place_id,installed,install_date
"Nantes Close, Wandsworth",200186,,false,false,BikePoints_623,true,1381135320000
"Courland Grove, Wandsworth Road",200173,,false,false,BikePoints_624,true,1381224240000
"Queen's Circus, Battersea Park",200190,,false,false,BikePoints_625,true,1381227480000
"Normand Park, West Kensington",300008,,false,false,BikePoints_626,true,1381920300000
"Holden Street, Battersea",200007,,false,false,BikePoints_627,true,1381931400000
"William Morris Way, Sands End",200062,,false,false,BikePoints_628,true,1381414980000
"Morie Street, Wandsworth",200187,,false,false,BikePoints_629,true,1381479480000
"Clarence Walk, Stockwell",200194,,false,false,BikePoints_630,true,1381487100000
"Battersea Park Road, Nine Elms",200183,,false,false,BikePoints_631,true,1381245300000
"Sheepcote Lane, Battersea",200176,,false,false,BikePoints_632,true,1381220700000
"Vereker Road, West Kensington",200116,,false,false,BikePoints_633,true,1381402920000
"Brook Green South, Brook Green",300002,,false,false,BikePoints_634,true,1381743780000
"Greyhound Road, Hammersmith",200215,,false,false,BikePoints_635,true,1381756440000
"South Park, Sands End",200180,,false,false,BikePoints_636,true,1381846320000
"Spencer Park, Wandsworth Common",200191,,false,false,BikePoints_637,true,1381933680000
"Falcon Road, Clapham Junction",300014,,false,false,BikePoints_638,true,1381834020000
"Coomer Place, West Kensington",200081,,false,false,BikePoints_639,true,1381835700000
"Silverthorne Road, Battersea",200179,,false,false,BikePoints_640,true,1382010420000
"Archbishop's Park, Waterloo",300025,,false,false,BikePoints_641,true,1381926900000
"Fawcett Close, Battersea",200192,,false,false,BikePoints_642,true,1381934220000
"All Saints' Road, Portobello",300026,,false,false,BikePoints_643,true,1382010720000
"Rainville Road, Hammersmith",200182,,false,false,BikePoints_644,true,1382278560000
"Great Suffolk Street, The Borough",200200,,false,false,BikePoints_645,true,1382110800000
"Buckingham Gate, Westminster",200178,,false,false,BikePoints_646,true,1382084340000
"Richmond Way, Shepherd's Bush",200181,,false,false,BikePoints_647,true,1382347140000
"Peterborough Road, Sands End",200171,,false,false,BikePoints_648,true,1382352840000
"World's End Place, West Chelsea",300009,,false,false,BikePoints_649,true,1382348400000
"St. Mark's Road, North Kensington",300034,,false,false,BikePoints_650,true,1382438520000
"Thorndike Close, West Chelsea",300030,,false,false,BikePoints_651,true,1382441580000
"Evesham Street, Avondale",300022,,false,false,BikePoints_652,true,1381848540000
"Simpson Street, Clapham Junction",200196,,false,false,BikePoints_653,true,1382539860000
"Ashmole Estate, Oval",200223,,false,false,BikePoints_654,true,1382520000000
"Crabtree Lane, Fulham",200221,,false,false,BikePoints_655,true,1382611200000
"Broomhouse Lane, Parsons Green",200040,,false,false,BikePoints_656,true,1382614560000
"Blythe Road West, Shepherd's Bush",200220,,false,false,BikePoints_657,true,1382621400000
"Ethelburga Estate, Battersea Park",300005,,false,false,BikePoints_658,true,1383731100000
"Blackfriars Station, St. Paul's",200212,,false,false,BikePoints_659,true,1382697060000
"West Kensington Station, West Kensington",300020,,false,false,BikePoints_660,true,1382705340000
"All Saints Church, Portobello",300023,,false,false,BikePoints_661,true,1382887680000
"Phene Street, Chelsea",200189,,false,false,BikePoints_662,true,1382866680000
"Clarendon Road, Avondale",200124,,false,false,BikePoints_663,true,1382870040000
"Austin Road, Battersea Park",300013,,false,false,BikePoints_664,true,1382964300000
"Smugglers Way, Wandsworth",200113,,false,false,BikePoints_665,true,1382975700000
"Shepherd's Bush Road North, Shepherd's Bush",200209,,false,false,BikePoints_667,true,1383136140000
"Ravenscourt Park Station, Hammersmith",300037,,false,false,BikePoints_668,true,1383143160000
"Teversham Lane, Stockwell",300036,,false,false,BikePoints_669,true,1383147660000
"Ashley Crescent, Battersea",200169,,false,false,BikePoints_670,true,1383212640000
"Parsons Green Station, Parsons Green",300052,,false,false,BikePoints_671,true,1383217920000
"Hibbert Street, Battersea",300051,,false,false,BikePoints_673,true,1383319500000
"Carnegie Street, King's Cross",300035,,false,false,BikePoints_674,true,
"Usk Road, Clapham Junction",200126,,false,false,BikePoints_675,true,1383322320000
"Hartington Road, Stockwell",200207,,false,false,BikePoints_676,true,1383584400000
"Heath Road, Battersea",200023,,false,false,BikePoints_677,true,1383476160000
"Esmond Street, Putney",200170,,false,false,BikePoints_678,true,1383653580000
"Orbel Street, Battersea",200114,,false,false,BikePoints_679,true,1383661200000
"Westbridge Road, Battersea",200210,,false,false,BikePoints_680,true,1383657480000
"Bishop's Avenue, Fulham",200043,,false,false,BikePoints_681,true,1383733440000
"Crisp Road, Hammersmith",200059,,false,false,BikePoints_682,true,1383738240000
"Dorothy Road, Clapham Junction",200119,,false,false,BikePoints_683,true,1383750420000
"Neville Gill Close, Wandsworth",200188,,false,false,BikePoints_684,true,1383823380000
"Osiers Road, Wandsworth",200219,,false,false,BikePoints_685,true,1383827400000
"Beryl Road, Hammersmith",200097,,false,false,BikePoints_686,true,1383835560000
"Northfields, Wandsworth",200204,,false,false,BikePoints_688,true,1383915240000
"Spanish Road, Clapham Junction",200106,,false,false,BikePoints_689,true,1383918180000
"Stanley Grove, Battersea",200199,,false,false,BikePoints_690,true,1383924660000
"Erin Close, Walham Green",200184,,false,false,BikePoints_691,true,1384763520000
"Cadogan Close, Victoria Park",200112,,false,false,BikePoints_692,true,1384166220000
"Felsham Road, Putney",300019,,false,false,BikePoints_693,true,1384001160000
"Putney Rail Station, Putney",300033,,false,false,BikePoints_694,true,1384004640000
"Islington Green, Angel",300031,,false,false,BikePoints_695,true,1384172820000
"Charing Cross Hospital, Hammersmith",300018,,false,false,BikePoints_696,true,1384180020000
"Charlotte Terrace, Angel",200129,,false,false,BikePoints_697,true,1384251120000
