locked,temporary,installed,common_name,place_id,install_date,removal_date,terminal_name
false,false,true,"Holden Street, Battersea",BikePoints_627,1381931400000,,200007
false,false,true,"William Morris Way, Sands End",BikePoints_628,1381414980000,,200062
false,false,true,"Morie Street, Wandsworth",BikePoints_629,1381479480000,,200187
false,false,true,"Clarence Walk, Stockwell",BikePoints_630,1381487100000,,200194
false,false,true,"Battersea Park Road, Nine Elms",BikePoints_631,1381245300000,,200183
false,false,true,"Sheepcote Lane, Battersea",BikePoints_632,1381220700000,,200176
false,false,true,"Vereker Road, West Kensington",BikePoints_633,1381402920000,,200116
false,false,true,"Brook Green South, Brook Green",BikePoints_634,1381743780000,,300002
false,false,true,"Greyhound Road, Hammersmith",BikePoints_635,1381756440000,,200215
false,false,true,"South Park, Sands End",BikePoints_636,1381846320000,,200180
false,false,true,"Spencer Park, Wandsworth Common",BikePoints_637,1381933680000,,200191
false,false,true,"Falcon Road, Clapham Junction",BikePoints_638,1381834020000,,300014
false,false,true,"Coomer Place, West Kensington",BikePoints_639,1381835700000,,200081
false,false,true,"Silverthorne Road, Battersea",BikePoints_640,1382010420000,,200179
false,false,true,"Archbishop's Park, Waterloo",BikePoints_641,1381926900000,,300025
false,false,true,"Fawcett Close, Battersea",BikePoints_642,1381934220000,,200192
false,false,true,"All Saints' Road, Portobello",BikePoints_643,1382010720000,,300026
false,false,true,"Rainville Road, Hammersmith",BikePoints_644,1382278560000,,200182
false,false,true,"Great Suffolk Street, The Borough",BikePoints_645,1382110800000,,200200
false,false,true,"Buckingham Gate, Westminster",BikePoints_646,1382084340000,,200178
false,false,true,"Richmond Way, Shepherd's Bush",BikePoints_647,1382347140000,,200181
false,false,true,"Peterborough Road, Sands End",BikePoints_648,1382352840000,,200171
false,false,true,"World's End Place, West Chelsea",BikePoints_649,1382348400000,,300009
false,false,true,"St. Mark's Road, North Kensington",BikePoints_650,1382438520000,,300034
false,false,true,"Thorndike Close, West Chelsea",BikePoints_651,1382441580000,,300030
false,false,true,"Evesham Street, Avondale",BikePoints_652,1381848540000,,300022
false,false,true,"Simpson Street, Clapham Junction",BikePoints_653,1382539860000,,200196
false,false,true,"Ashmole Estate, Oval",BikePoints_654,1382520000000,,200223
false,false,true,"Crabtree Lane, Fulham",BikePoints_655,1382611200000,,200221
false,false,true,"Broomhouse Lane, Parsons Green",BikePoints_656,1382614560000,,200040
false,false,true,"Blythe Road West, Shepherd's Bush",BikePoints_657,1382621400000,,200220
false,false,true,"Ethelburga Estate, Battersea Park",BikePoints_658,1383731100000,,300005
false,false,true,"Blackfriars Station, St. Paul's",BikePoints_659,1382697060000,,200212
false,false,true,"West Kensington Station, West Kensington",BikePoints_660,1382705340000,,300020
false,false,true,"All Saints Church, Portobello",BikePoints_661,1382887680000,,300023
false,false,true,"Phene Street, Chelsea",BikePoints_662,1382866680000,,200189
false,false,true,"Clarendon Road, Avondale",BikePoints_663,1382870040000,,200124
false,false,true,"Austin Road, Battersea Park",BikePoints_664,1382964300000,,300013
false,false,true,"Smugglers Way, Wandsworth",BikePoints_665,1382975700000,,200113
false,false,true,"Shepherd's Bush Road North, Shepherd's Bush",BikePoints_667,1383136140000,,200209
false,false,true,"Ravenscourt Park Station, Hammersmith",BikePoints_668,1383143160000,,300037
false,false,true,"Teversham Lane, Stockwell",BikePoints_669,1383147660000,,300036
false,false,true,"Ashley Crescent, Battersea",BikePoints_670,1383212640000,,200169
false,false,true,"Parsons Green Station, Parsons Green",BikePoints_671,1383217920000,,300052
false,false,true,"Hibbert Street, Battersea",BikePoints_673,1383319500000,,300051
false,false,true,"Carnegie Street, King's Cross",BikePoints_674,,,300035
false,false,true,"Usk Road, Clapham Junction",BikePoints_675,1383322320000,,200126
false,false,true,"Hartington Road, Stockwell",BikePoints_676,1383584400000,,200207
false,false,true,"Heath Road, Battersea",BikePoints_677,1383476160000,,200023
false,false,true,"Esmond Street, Putney",BikePoints_678,1383653580000,,200170
false,false,true,"Orbel Street, Battersea",BikePoints_679,1383661200000,,200114
false,false,true,"Westbridge Road, Battersea",BikePoints_680,1383657480000,,200210
false,false,true,"Bishop's Avenue, Fulham",BikePoints_681,1383733440000,,200043
false,false,true,"Crisp Road, Hammersmith",BikePoints_682,1383738240000,,200059
false,false,true,"Dorothy Road, Clapham Junction",BikePoints_683,1383750420000,,200119
false,false,true,"Neville Gill Close, Wandsworth",BikePoints_684,1383823380000,,200188
false,false,true,"Osiers Road, Wandsworth",BikePoints_685,1383827400000,,200219
false,false,true,"Beryl Road, Hammersmith",BikePoints_686,1383835560000,,200097
false,false,true,"Northfields, Wandsworth",BikePoints_688,1383915240000,,200204
false,false,true,"Spanish Road, Clapham Junction",BikePoints_689,1383918180000,,200106
false,false,true,"Stanley Grove, Battersea",BikePoints_690,1383924660000,,200199
false,false,true,"Erin Close, Walham Green",BikePoints_691,1384763520000,,200184
false,false,true,"Cadogan Close, Victoria Park",BikePoints_692,1384166220000,,200112
false,false,true,"Felsham Road, Putney",BikePoints_693,1384001160000,,300019
false,false,true,"Putney Rail Station, Putney",BikePoints_694,1384004640000,,300033
false,false,true,"Islington Green, Angel",BikePoints_695,1384172820000,,300031
false,false,true,"Charing Cross Hospital, Hammersmith",BikePoints_696,1384180020000,,300018
false,false,true,"Charlotte Terrace, Angel",BikePoints_697,1384251120000,,200129
false,false,true,"Nevern Place, Earl's Court",BikePoints_332,1280142360000,,001210
false,false,true,"Montpelier Street, Knightsbridge",BikePoints_292,1279800600000,,001206
false,false,true,"Denyer Street, Knightsbridge",BikePoints_209,1279529160000,,003454
