temporary,locked,removal_date,terminal_name,install_date,place_id,common_name,installed
false,false,,200183,1381245300000,BikePoints_631,"Battersea Park Road, Nine Elms",true
false,false,,200176,1381220700000,BikePoints_632,"Sheepcote Lane, Battersea",true
false,false,,200116,1381402920000,BikePoints_633,"Vereker Road, West Kensington",true
false,false,,300002,1381743780000,BikePoints_634,"Brook Green South, Brook Green",true
false,false,,200215,1381756440000,BikePoints_635,"Greyhound Road, Hammersmith",true
false,false,,200180,1381846320000,BikePoints_636,"South Park, Sands End",true
false,false,,200191,1381933680000,BikePoints_637,"Spencer Park, Wandsworth Common",true
false,false,,300014,1381834020000,BikePoints_638,"Falcon Road, Clapham Junction",true
false,false,,200081,1381835700000,BikePoints_639,"Coomer Place, West Kensington",true
false,false,,200179,1382010420000,BikePoints_640,"Silverthorne Road, Battersea",true
false,false,,300025,1381926900000,BikePoints_641,"Archbishop's Park, Waterloo",true
false,false,,200192,1381934220000,BikePoints_642,"Fawcett Close, Battersea",true
false,false,,300026,1382010720000,BikePoints_643,"All Saints' Road, Portobello",true
false,false,,200182,1382278560000,BikePoints_644,"Rainville Road, Hammersmith",true
false,false,,200200,1382110800000,BikePoints_645,"Great Suffolk Street, The Borough",true
false,false,,200178,1382084340000,BikePoints_646,"Buckingham Gate, Westminster",true
false,false,,200181,1382347140000,BikePoints_647,"Richmond Way, Shepherd's Bush",true
false,false,,200171,1382352840000,BikePoints_648,"Peterborough Road, Sands End",true
false,false,,300009,1382348400000,BikePoints_649,"World's End Place, West Chelsea",true
false,false,,300034,1382438520000,BikePoints_650,"St. Mark's Road, North Kensington",true
false,false,,300030,1382441580000,BikePoints_651,"Thorndike Close, West Chelsea",true
false,false,,300022,1381848540000,BikePoints_652,"Evesham Street, Avondale",true
false,false,,200196,1382539860000,BikePoints_653,"Simpson Street, Clapham Junction",true
false,false,,200223,1382520000000,BikePoints_654,"Ashmole Estate, Oval",true
false,false,,200221,1382611200000,BikePoints_655,"Crabtree Lane, Fulham",true
false,false,,200040,1382614560000,BikePoints_656,"Broomhouse Lane, Parsons Green",true
false,false,,200220,1382621400000,BikePoints_657,"Blythe Road West, Shepherd's Bush",true
false,false,,300005,1383731100000,BikePoints_658,"Ethelburga Estate, Battersea Park",true
false,false,,200212,1382697060000,BikePoints_659,"Blackfriars Station, St. Paul's",true
false,false,,300020,1382705340000,BikePoints_660,"West Kensington Station, West Kensington",true
false,false,,300023,1382887680000,BikePoints_661,"All Saints Church, Portobello",true
false,false,,200189,1382866680000,BikePoints_662,"Phene Street, Chelsea",true
false,false,,200124,1382870040000,BikePoints_663,"Clarendon Road, Avondale",true
false,false,,300013,1382964300000,BikePoints_664,"Austin Road, Battersea Park",true
false,false,,200113,1382975700000,BikePoints_665,"Smugglers Way, Wandsworth",true
false,false,,200209,1383136140000,BikePoints_667,"Shepherd's Bush Road North, Shepherd's Bush",true
false,false,,300037,1383143160000,BikePoints_668,"Ravenscourt Park Station, Hammersmith",true
false,false,,300036,1383147660000,BikePoints_669,"Teversham Lane, Stockwell",true
false,false,,200169,1383212640000,BikePoints_670,"Ashley Crescent, Battersea",true
false,false,,300052,1383217920000,BikePoints_671,"Parsons Green Station, Parsons Green",true
false,false,,300051,1383319500000,BikePoints_673,"Hibbert Street, Battersea",true
false,false,,300035,,BikePoints_674,"Carnegie Street, King's Cross",true
false,false,,200126,1383322320000,BikePoints_675,"Usk Road, Clapham Junction",true
false,false,,200207,1383584400000,BikePoints_676,"Hartington Road, Stockwell",true
false,false,,200023,1383476160000,BikePoints_677,"Heath Road, Battersea",true
false,false,,200170,1383653580000,BikePoints_678,"Esmond Street, Putney",true
false,false,,200114,1383661200000,BikePoints_679,"Orbel Street, Battersea",true
false,false,,200210,1383657480000,BikePoints_680,"Westbridge Road, Battersea",true
false,false,,200043,1383733440000,BikePoints_681,"Bishop's Avenue, Fulham",true
false,false,,200059,1383738240000,BikePoints_682,"Crisp Road, Hammersmith",true
false,false,,200119,1383750420000,BikePoints_683,"Dorothy Road, Clapham Junction",true
false,false,,200188,1383823380000,BikePoints_684,"Neville Gill Close, Wandsworth",true
false,false,,200219,1383827400000,BikePoints_685,"Osiers Road, Wandsworth",true
false,false,,200097,1383835560000,BikePoints_686,"Beryl Road, Hammersmith",true
false,false,,200204,1383915240000,BikePoints_688,"Northfields, Wandsworth",true
false,false,,200106,1383918180000,BikePoints_689,"Spanish Road, Clapham Junction",true
false,false,,200199,1383924660000,BikePoints_690,"Stanley Grove, Battersea",true
false,false,,200184,1384763520000,BikePoints_691,"Erin Close, Walham Green",true
false,false,,200112,1384166220000,BikePoints_692,"Cadogan Close, Victoria Park",true
false,false,,300019,1384001160000,BikePoints_693,"Felsham Road, Putney",true
false,false,,300033,1384004640000,BikePoints_694,"Putney Rail Station, Putney",true
false,false,,300031,1384172820000,BikePoints_695,"Islington Green, Angel",true
false,false,,300018,1384180020000,BikePoints_696,"Charing Cross Hospital, Hammersmith",true
false,false,,200129,1384251120000,BikePoints_697,"Charlotte Terrace, Angel",true
false,false,,200122,1384774620000,BikePoints_713,"Hawley Crescent, Camden Town",true
false,false,,001061,1279115460000,BikePoints_112,"Stonecutter Street, Holborn",true
false,false,,003456,1279214760000,BikePoints_147,"Portugal Street, Holborn",true
false,false,,001195,1279800900000,BikePoints_294,"St. George's Square, Pimlico",true
false,false,,000969,1278840660000,BikePoints_65,"Gower Place , Euston",true
