temporary,terminal_name,common_name,locked,place_id,install_date,installed,removal_date
false,200173,"Courland Grove, Wandsworth Road",false,BikePoints_624,1381224240000,true,
false,200190,"Queen's Circus, Battersea Park",false,BikePoints_625,1381227480000,true,
false,300008,"Normand Park, West Kensington",false,BikePoints_626,1381920300000,true,
false,200007,"Holden Street, Battersea",false,BikePoints_627,1381931400000,true,
false,200062,"William Morris Way, Sands End",false,BikePoints_628,1381414980000,true,
false,200187,"Morie Street, Wandsworth",false,BikePoints_629,1381479480000,true,
false,200194,"Clarence Walk, Stockwell",false,BikePoints_630,1381487100000,true,
false,200183,"Battersea Park Road, Nine Elms",false,BikePoints_631,1381245300000,true,
false,200176,"Sheepcote Lane, Battersea",false,BikePoints_632,1381220700000,true,
false,200116,"Vereker Road, West Kensington",false,BikePoints_633,1381402920000,true,
false,300002,"Brook Green South, Brook Green",false,BikePoints_634,1381743780000,true,
false,200215,"Greyhound Road, Hammersmith",false,BikePoints_635,1381756440000,true,
false,200180,"South Park, Sands End",false,BikePoints_636,1381846320000,true,
false,200191,"Spencer Park, Wandsworth Common",false,BikePoints_637,1381933680000,true,
false,300014,"Falcon Road, Clapham Junction",false,BikePoints_638,1381834020000,true,
false,200081,"Coomer Place, West Kensington",false,BikePoints_639,1381835700000,true,
false,200179,"Silverthorne Road, Battersea",false,BikePoints_640,1382010420000,true,
false,300025,"Archbishop's Park, Waterloo",false,BikePoints_641,1381926900000,true,
false,200192,"Fawcett Close, Battersea",false,BikePoints_642,1381934220000,true,
false,300026,"All Saints' Road, Portobello",false,BikePoints_643,1382010720000,true,
false,200182,"Rainville Road, Hammersmith",false,BikePoints_644,1382278560000,true,
false,200200,"Great Suffolk Street, The Borough",false,BikePoints_645,1382110800000,true,
false,200178,"Buckingham Gate, Westminster",false,BikePoints_646,1382084340000,true,
false,200181,"Richmond Way, Shepherd's Bush",false,BikePoints_647,1382347140000,true,
false,200171,"Peterborough Road, Sands End",false,BikePoints_648,1382352840000,true,
false,300009,"World's End Place, West Chelsea",false,BikePoints_649,1382348400000,true,
false,300034,"St. Mark's Road, North Kensington",false,BikePoints_650,1382438520000,true,
false,300030,"Thorndike Close, West Chelsea",false,BikePoints_651,1382441580000,true,
false,300022,"Evesham Street, Avondale",false,BikePoints_652,1381848540000,true,
false,200196,"Simpson Street, Clapham Junction",false,BikePoints_653,1382539860000,true,
false,200223,"Ashmole Estate, Oval",false,BikePoints_654,1382520000000,true,
false,200221,"Crabtree Lane, Fulham",false,BikePoints_655,1382611200000,true,
false,200040,"Broomhouse Lane, Parsons Green",false,BikePoints_656,1382614560000,true,
false,200220,"Blythe Road West, Shepherd's Bush",false,BikePoints_657,1382621400000,true,
false,300005,"Ethelburga Estate, Battersea Park",false,BikePoints_658,1383731100000,true,
false,200212,"Blackfriars Station, St. Paul's",false,BikePoints_659,1382697060000,true,
false,300020,"West Kensington Station, West Kensington",false,BikePoints_660,1382705340000,true,
false,300023,"All Saints Church, Portobello",false,BikePoints_661,1382887680000,true,
false,200189,"Phene Street, Chelsea",false,BikePoints_662,1382866680000,true,
false,200124,"Clarendon Road, Avondale",false,BikePoints_663,1382870040000,true,
false,300013,"Austin Road, Battersea Park",false,BikePoints_664,1382964300000,true,
false,200113,"Smugglers Way, Wandsworth",false,BikePoints_665,1382975700000,true,
false,200209,"Shepherd's Bush Road North, Shepherd's Bush",false,BikePoints_667,1383136140000,true,
false,300037,"Ravenscourt Park Station, Hammersmith",false,BikePoints_668,1383143160000,true,
false,300036,"Teversham Lane, Stockwell",false,BikePoints_669,1383147660000,true,
false,200169,"Ashley Crescent, Battersea",false,BikePoints_670,1383212640000,true,
false,300052,"Parsons Green Station, Parsons Green",false,BikePoints_671,1383217920000,true,
false,300051,"Hibbert Street, Battersea",false,BikePoints_673,1383319500000,true,
false,300035,"Carnegie Street, King's Cross",false,BikePoints_674,,true,
false,200126,"Usk Road, Clapham Junction",false,BikePoints_675,1383322320000,true,
false,200207,"Hartington Road, Stockwell",false,BikePoints_676,1383584400000,true,
false,200023,"Heath Road, Battersea",false,BikePoints_677,1383476160000,true,
false,200170,"Esmond Street, Putney",false,BikePoints_678,1383653580000,true,
false,200114,"Orbel Street, Battersea",false,BikePoints_679,1383661200000,true,
false,200210,"Westbridge Road, Battersea",false,BikePoints_680,1383657480000,true,
false,200043,"Bishop's Avenue, Fulham",false,BikePoints_681,1383733440000,true,
false,200059,"Crisp Road, Hammersmith",false,BikePoints_682,1383738240000,true,
false,200119,"Dorothy Road, Clapham Junction",false,BikePoints_683,1383750420000,true,
false,200188,"Neville Gill Close, Wandsworth",false,BikePoints_684,1383823380000,true,
false,200219,"Osiers Road, Wandsworth",false,BikePoints_685,1383827400000,true,
false,200097,"Beryl Road, Hammersmith",false,BikePoints_686,1383835560000,true,
false,200204,"Northfields, Wandsworth",false,BikePoints_688,1383915240000,true,
false,200106,"Spanish Road, Clapham Junction",false,BikePoints_689,1383918180000,true,
false,200199,"Stanley Grove, Battersea",false,BikePoints_690,1383924660000,true,
false,200184,"Erin Close, Walham Green",false,BikePoints_691,1384763520000,true,
false,200112,"Cadogan Close, Victoria Park",false,BikePoints_692,1384166220000,true,
false,300019,"Felsham Road, Putney",false,BikePoints_693,1384001160000,true,
false,300033,"Putney Rail Station, Putney",false,BikePoints_694,1384004640000,true,
false,300031,"Islington Green, Angel",false,BikePoints_695,1384172820000,true,
false,300018,"Charing Cross Hospital, Hammersmith",false,BikePoints_696,1384180020000,true,
false,200129,"Charlotte Terrace, Angel",false,BikePoints_697,1384251120000,true,
false,001055,"Wellington Road, St. John's Wood",false,BikePoints_110,1279108920000,true,
