install_date,temporary,common_name,locked,place_id,removal_date,terminal_name,installed
1326197580000,false,"Parkway, Camden Town",false,BikePoints_456,,200118,true
1326203280000,false,"Castlehaven Road, Camden Town",false,BikePoints_457,,200016,true
1326294780000,false,"Wapping Lane, Wapping",false,BikePoints_458,,200034,true
,false,"Gunmakers Lane, Old Ford",false,BikePoints_459,,200014,true
1326284820000,false,"Burdett Road, Mile End",false,BikePoints_460,,200123,true
1326293640000,true,"Aston Street, Stepney",false,BikePoints_461,,200013,true
1326294600000,false,"Bonny Street, Camden Town",false,BikePoints_462,,200105,true
,false,"Thurtle Road, Haggerston",false,BikePoints_463,,200093,true
1326304980000,false,"St. Mary & St. Michael Church, Stepney",false,BikePoints_464,,200082,true
1333613280000,false,"Pitfield Street North,Hoxton",false,BikePoints_465,,200152,true
1326360000000,false,"Whiston Road, Haggerston",false,BikePoints_466,,200158,true
1326374040000,false,"Southern Grove, Bow",false,BikePoints_467,,200168,true
1326375720000,false,"Cantrell Road, Bow",false,BikePoints_468,,200150,true
1326381060000,false,"Lindfield Street, Poplar",false,BikePoints_469,,022178,true
1326790620000,false,"Mostyn Grove, Bow",false,BikePoints_470,,200174,true
