removal_date,locked,temporary,place_id,terminal_name,installed,common_name,install_date
,false,false,BikePoints_532,200163,true,"Jubilee Plaza, Canary Wharf",1328886360000
,false,false,BikePoints_533,200165,true,"Wellington Row, Bethnal Green",
,false,false,BikePoints_534,200159,true,"Goldsmith's Row, Haggerston",
,false,false,BikePoints_535,200145,true,"Gloucester Avenue, Camden Town",
,false,false,BikePoints_536,200024,true,"Queensbridge Road, Haggerston",
,false,false,BikePoints_537,200239,true,"Old Montague Street, Whitechapel",1330352880000
,false,false,BikePoints_538,200050,true,"Naval Row, Blackwall",
,false,false,BikePoints_539,200151,true,"Hoxton Station, Hoxton",
,false,false,BikePoints_540,200134,true,"Albany Street, The Regent's Park",
,false,false,BikePoints_541,200096,true,"Green Park Station, Mayfair",
,false,false,BikePoints_542,200147,true,"Salmon Lane, Limehouse",
,false,false,BikePoints_543,200065,true,"Lansdowne Walk, Ladbroke Grove",
,false,false,BikePoints_544,200051,true,"Percival Street, Finsbury",
,false,false,BikePoints_545,200070,true,"Arlington Road, Camden Town",
,false,false,BikePoints_546,200044,true,"New Fetter Lane, Holborn",
,false,false,BikePoints_547,200127,true,"East India DLR, Blackwall",
,false,false,BikePoints_548,200076,true,"Westminster Bridge Road, Elephant & Castle",
,false,false,BikePoints_549,200132,true,"Gaywood  Street, Elephant & Castle",
,false,false,BikePoints_550,200102,true,"Harford Street, Mile End",
,false,false,BikePoints_551,200066,true,"Import Dock, Canary Wharf",1330071720000
,false,false,BikePoints_552,200149,true,"Watney Street, Shadwell",
,false,false,BikePoints_553,200064,true,"Regent's Row , Haggerston",
,false,false,BikePoints_554,200078,true,"Aberfeldy Street, Poplar",
,false,false,BikePoints_556,200138,true,"Heron Quays DLR, Canary Wharf",
,false,false,BikePoints_557,200203,true,"King Edward Street, St Pauls",
,false,false,BikePoints_558,200048,true,"Page Street, Westminster",1399635120000
,false,false,BikePoints_559,200111,true,"Abbotsbury Road, Holland Park",
,false,false,BikePoints_560,200015,true,"Ladbroke Grove Central, Ladbroke Grove",
,false,false,BikePoints_561,200037,true,"Rectory Square, Stepney",1330503540000
,false,false,BikePoints_562,200074,true,"Bury Place, Holborn",1330503420000
,false,false,BikePoints_563,200232,true,"Preston's Road, Cubitt Town",
,false,false,BikePoints_564,200068,true,"Somerset House, Strand",
,false,false,BikePoints_565,200135,true,"Selby Street, Whitechapel",
,false,false,BikePoints_566,200141,true,"Westfield Ariel Way, White City",1330937940000
,false,false,BikePoints_568,200110,true,"Bishop's Bridge Road West, Bayswater",
,false,false,BikePoints_569,200248,true,"Pitfield Street Central, Hoxton",
,false,false,BikePoints_570,200099,true,"Upper Bank Street, Canary Wharf",1330773180000
,false,false,BikePoints_571,200061,true,"Westfield Southern Terrace ,Shepherd's Bush",1330620180000
,false,false,BikePoints_572,200026,true,"Greenland Road, Camden Town",
,false,false,BikePoints_573,200001,true,"Limerston Street, West Chelsea",1331796060000
,false,false,BikePoints_574,200246,true,"Eagle Wharf Road, Hoxton",1333618560000
,false,false,BikePoints_576,200109,true,"Alpha Grove, Millwall",
,false,false,BikePoints_577,200247,true,"Globe Town Market, Bethnal Green",
,false,false,BikePoints_578,200244,true,"Hollybush Gardens, Bethnal Green",1330444680000
,false,false,BikePoints_579,200128,true,"Queen Street 2, Bank",
,false,false,BikePoints_580,200084,true,"Doddington Grove, Kennington",1392208500000
,false,false,BikePoints_581,200005,true,"New Cavendish Street, Marylebone",1331883540000
,false,false,BikePoints_583,200231,true,"Abingdon Green, Westminster",
,false,false,BikePoints_584,200086,true,"Ilchester Gardens, Bayswater",
,false,false,BikePoints_586,200092,true,"Mudchute DLR, Cubitt Town",1331797200000
,false,false,BikePoints_587,200101,true,"Monument Street, Monument",1332406320000
,false,false,BikePoints_588,200071,true,"Hoxton Street, Hoxton",1330937820000
,false,false,BikePoints_589,200060,true,"Drayton Gardens, West Chelsea",
,false,false,BikePoints_590,200236,true,"Greenberry Street, St.John's Wood",
,false,false,BikePoints_592,200108,true,"Bishop's Bridge Road East, Bayswater",
,false,false,BikePoints_593,200058,true,"Northdown Street, King's Cross",
,false,false,BikePoints_594,200226,true,"Kingsway Southbound, Strand",1331710680000
,false,false,BikePoints_595,200142,true,"Hammersmith Road, Hammersmith",
,false,false,BikePoints_596,200237,true,"Parson's Green , Parson's Green",
,false,false,BikePoints_597,200229,true,"Fulham Park Road, Fulham",
,false,false,BikePoints_598,200166,true,"Southerton Road, Hammersmith",1501544700000
,false,false,BikePoints_599,200235,true,"Manbre Road, Hammersmith",
,false,false,BikePoints_600,200133,true,"South Lambeth Road, Vauxhall",
,false,false,BikePoints_601,200136,true,"BBC White City, White City",
,false,false,BikePoints_602,200211,true,"Union Grove, Wandsworth Road",
,false,false,BikePoints_603,200137,true,"Caldwell Street, Stockwell",
,false,false,BikePoints_604,200195,true,"St Martins Close, Camden Town",
,false,false,BikePoints_605,200198,true,"Seymour Place, Marylebone",
,false,false,BikePoints_606,200218,true,"Addison Road, Holland Park",
,false,false,BikePoints_607,200125,true,"Putney Bridge Station, Fulham",
,false,false,BikePoints_608,200224,true,"Colet Gardens, Hammersmith",
,false,false,BikePoints_609,200208,true,"Sugden Road, Clapham",1380109980000
,false,false,BikePoints_610,200222,true,"Danvers Street, West Chelsea",1380113460000
,false,false,BikePoints_611,200067,true,"Princedale Road , Holland Park",1380203940000
,false,false,BikePoints_612,200175,true,"Wandsworth Rd, Isley Court, Wandsworth Road",1380294600000
,false,false,BikePoints_613,200214,true,"Woodstock Grove, Shepherd's Bush",1380211860000
,false,false,BikePoints_614,200025,true,"London Fields, Hackney Central",1380795000000
,false,false,BikePoints_209,003454,true,"Denyer Street, Knightsbridge",1279529160000
