temporary,installed,place_id,terminal_name,common_name,install_date,removal_date,locked
false,true,BikePoints_619,300012,"Irene Road, Parsons Green",1380552360000,,false
false,true,BikePoints_620,300010,"Surrey Lane, Battersea",1380629040000,,false
false,true,BikePoints_621,200091,"Wandsworth Town Station, Wandsworth",1380899280000,,false
false,true,BikePoints_622,200172,"Lansdowne Road, Ladbroke Grove",1380901680000,,false
false,true,BikePoints_623,200186,"Nantes Close, Wandsworth",1381135320000,,false
false,true,BikePoints_624,200173,"Courland Grove, Wandsworth Road",1381224240000,,false
false,true,BikePoints_625,200190,"Queen's Circus, Battersea Park",1381227480000,,false
false,true,BikePoints_626,300008,"Normand Park, West Kensington",1381920300000,,false
false,true,BikePoints_627,200007,"Holden Street, Battersea",1381931400000,,false
false,true,BikePoints_628,200062,"William Morris Way, Sands End",1381414980000,,false
false,true,BikePoints_629,200187,"Morie Street, Wandsworth",1381479480000,,false
false,true,BikePoints_630,200194,"Clarence Walk, Stockwell",1381487100000,,false
false,true,BikePoints_631,200183,"Battersea Park Road, Nine Elms",1381245300000,,false
false,true,BikePoints_632,200176,"Sheepcote Lane, Battersea",1381220700000,,false
false,true,BikePoints_633,200116,"Vereker Road, West Kensington",1381402920000,,false
false,true,BikePoints_634,300002,"Brook Green South, Brook Green",1381743780000,,false
false,true,BikePoints_635,200215,"Greyhound Road, Hammersmith",1381756440000,,false
false,true,BikePoints_636,200180,"South Park, Sands End",1381846320000,,false
false,true,BikePoints_637,200191,"Spencer Park, Wandsworth Common",1381933680000,,false
false,true,BikePoints_638,300014,"Falcon Road, Clapham Junction",1381834020000,,false
false,true,BikePoints_639,200081,"Coomer Place, West Kensington",1381835700000,,false
false,true,BikePoints_640,200179,"Silverthorne Road, Battersea",1382010420000,,false
false,true,BikePoints_641,300025,"Archbishop's Park, Waterloo",1381926900000,,false
false,true,BikePoints_642,200192,"Fawcett Close, Battersea",1381934220000,,false
false,true,BikePoints_643,300026,"All Saints' Road, Portobello",1382010720000,,false
false,true,BikePoints_644,200182,"Rainville Road, Hammersmith",1382278560000,,false
false,true,BikePoints_645,200200,"Great Suffolk Street, The Borough",1382110800000,,false
false,true,BikePoints_646,200178,"Buckingham Gate, Westminster",1382084340000,,false
false,true,BikePoints_647,200181,"Richmond Way, Shepherd's Bush",1382347140000,,false
false,true,BikePoints_648,200171,"Peterborough Road, Sands End",1382352840000,,false
false,true,BikePoints_649,300009,"World's End Place, West Chelsea",1382348400000,,false
false,true,BikePoints_650,300034,"St. Mark's Road, North Kensington",1382438520000,,false
false,true,BikePoints_651,300030,"Thorndike Close, West Chelsea",1382441580000,,false
false,true,BikePoints_652,300022,"Evesham Street, Avondale",1381848540000,,false
false,true,BikePoints_653,200196,"Simpson Street, Clapham Junction",1382539860000,,false
false,true,BikePoints_654,200223,"Ashmole Estate, Oval",1382520000000,,false
false,true,BikePoints_655,200221,"Crabtree Lane, Fulham",1382611200000,,false
false,true,BikePoints_656,200040,"Broomhouse Lane, Parsons Green",1382614560000,,false
false,true,BikePoints_657,200220,"Blythe Road West, Shepherd's Bush",1382621400000,,false
false,true,BikePoints_658,300005,"Ethelburga Estate, Battersea Park",1383731100000,,false
false,true,BikePoints_659,200212,"Blackfriars Station, St. Paul's",1382697060000,,false
false,true,BikePoints_660,300020,"West Kensington Station, West Kensington",1382705340000,,false
false,true,BikePoints_661,300023,"All Saints Church, Portobello",1382887680000,,false
false,true,BikePoints_662,200189,"Phene Street, Chelsea",1382866680000,,false
false,true,BikePoints_663,200124,"Clarendon Road, Avondale",1382870040000,,false
false,true,BikePoints_664,300013,"Austin Road, Battersea Park",1382964300000,,false
false,true,BikePoints_665,200113,"Smugglers Way, Wandsworth",1382975700000,,false
false,true,BikePoints_667,200209,"Shepherd's Bush Road North, Shepherd's Bush",1383136140000,,false
false,true,BikePoints_668,300037,"Ravenscourt Park Station, Hammersmith",1383143160000,,false
false,true,BikePoints_669,300036,"Teversham Lane, Stockwell",1383147660000,,false
false,true,BikePoints_670,200169,"Ashley Crescent, Battersea",1383212640000,,false
false,true,BikePoints_671,300052,"Parsons Green Station, Parsons Green",1383217920000,,false
false,true,BikePoints_673,300051,"Hibbert Street, Battersea",1383319500000,,false
false,true,BikePoints_674,300035,"Carnegie Street, King's Cross",,,false
false,true,BikePoints_675,200126,"Usk Road, Clapham Junction",1383322320000,,false
false,true,BikePoints_676,200207,"Hartington Road, Stockwell",1383584400000,,false
false,true,BikePoints_677,200023,"Heath Road, Battersea",1383476160000,,false
false,true,BikePoints_678,200170,"Esmond Street, Putney",1383653580000,,false
false,true,BikePoints_679,200114,"Orbel Street, Battersea",1383661200000,,false
false,true,BikePoints_680,200210,"Westbridge Road, Battersea",1383657480000,,false
false,true,BikePoints_681,200043,"Bishop's Avenue, Fulham",1383733440000,,false
false,true,BikePoints_682,200059,"Crisp Road, Hammersmith",1383738240000,,false
false,true,BikePoints_683,200119,"Dorothy Road, Clapham Junction",1383750420000,,false
false,true,BikePoints_684,200188,"Neville Gill Close, Wandsworth",1383823380000,,false
false,true,BikePoints_685,200219,"Osiers Road, Wandsworth",1383827400000,,false
false,true,BikePoints_686,200097,"Beryl Road, Hammersmith",1383835560000,,false
false,true,BikePoints_688,200204,"Northfields, Wandsworth",1383915240000,,false
false,true,BikePoints_689,200106,"Spanish Road, Clapham Junction",1383918180000,,false
false,true,BikePoints_690,200199,"Stanley Grove, Battersea",1383924660000,,false
false,true,BikePoints_691,200184,"Erin Close, Walham Green",1384763520000,,false
false,true,BikePoints_692,200112,"Cadogan Close, Victoria Park",1384166220000,,false
false,true,BikePoints_693,300019,"Felsham Road, Putney",1384001160000,,false
false,true,BikePoints_694,300033,"Putney Rail Station, Putney",1384004640000,,false
