common_name,locked,removal_date,install_date,place_id,temporary,terminal_name,installed
"Hoxton Station, Hoxton",false,,,BikePoints_539,false,200151,true
"Albany Street, The Regent's Park",false,,,BikePoints_540,false,200134,true
"Green Park Station, Mayfair",false,,,BikePoints_541,false,200096,true
"Salmon Lane, Limehouse",false,,,BikePoints_542,false,200147,true
"Lansdowne Walk, Ladbroke Grove",false,,,BikePoints_543,false,200065,true
"Percival Street, Finsbury",false,,,BikePoints_544,false,200051,true
"Arlington Road, Camden Town",false,,,BikePoints_545,false,200070,true
"New Fetter Lane, Holborn",false,,,BikePoints_546,false,200044,true
"East India DLR, Blackwall",false,,,BikePoints_547,false,200127,true
"Westminster Bridge Road, Elephant & Castle",false,,,BikePoints_548,false,200076,true
"Gaywood  Street, Elephant & Castle",false,,,BikePoints_549,false,200132,true
"Harford Street, Mile End",false,,,BikePoints_550,false,200102,true
"Import Dock, Canary Wharf",false,,1330071720000,BikePoints_551,false,200066,true
"Watney Street, Shadwell",false,,,BikePoints_552,false,200149,true
"Regent's Row , Haggerston",false,,,BikePoints_553,false,200064,true
"Aberfeldy Street, Poplar",false,,,BikePoints_554,false,200078,true
"Heron Quays DLR, Canary Wharf",false,,,BikePoints_556,false,200138,true
"King Edward Street, St Pauls",false,,,BikePoints_557,false,200203,true
"Page Street, Westminster",false,,1399635120000,BikePoints_558,false,200048,true
"Abbotsbury Road, Holland Park",false,,,BikePoints_559,false,200111,true
"Ladbroke Grove Central, Ladbroke Grove",false,,,BikePoints_560,false,200015,true
"Rectory Square, Stepney",false,,1330503540000,BikePoints_561,false,200037,true
"Bury Place, Holborn",false,,1330503420000,BikePoints_562,false,200074,true
"Preston's Road, Cubitt Town",false,,,BikePoints_563,false,200232,true
"Somerset House, Strand",false,,,BikePoints_564,false,200068,true
"Selby Street, Whitechapel",false,,,BikePoints_565,false,200135,true
"Westfield Ariel Way, White City",false,,1330937940000,BikePoints_566,false,200141,true
"Bishop's Bridge Road West, Bayswater",false,,,BikePoints_568,false,200110,true
"Pitfield Street Central, Hoxton",false,,,BikePoints_569,false,200248,true
"Upper Bank Street, Canary Wharf",false,,1330773180000,BikePoints_570,false,200099,true
"Westfield Southern Terrace ,Shepherd's Bush",false,,1330620180000,BikePoints_571,false,200061,true
"Greenland Road, Camden Town",false,,,BikePoints_572,false,200026,true
"Limerston Street, West Chelsea",false,,1331796060000,BikePoints_573,false,200001,true
"Eagle Wharf Road, Hoxton",false,,1333618560000,BikePoints_574,false,200246,true
"Alpha Grove, Millwall",false,,,BikePoints_576,false,200109,true
"Globe Town Market, Bethnal Green",false,,,BikePoints_577,false,200247,true
"Hollybush Gardens, Bethnal Green",false,,1330444680000,BikePoints_578,false,200244,true
"Queen Street 2, Bank",false,,,BikePoints_579,false,200128,true
"Doddington Grove, Kennington",false,,1392208500000,BikePoints_580,false,200084,true
"New Cavendish Street, Marylebone",false,,1331883540000,BikePoints_581,false,200005,true
"Abingdon Green, Westminster",false,,,BikePoints_583,false,200231,true
"Ilchester Gardens, Bayswater",false,,,BikePoints_584,false,200086,true
"Mudchute DLR, Cubitt Town",false,,1331797200000,BikePoints_586,false,200092,true
"Monument Street, Monument",false,,1332406320000,BikePoints_587,false,200101,true
"Hoxton Street, Hoxton",false,,1330937820000,BikePoints_588,false,200071,true
"Drayton Gardens, West Chelsea",false,,,BikePoints_589,false,200060,true
"Greenberry Street, St.John's Wood",false,,,BikePoints_590,false,200236,true
"Bishop's Bridge Road East, Bayswater",false,,,BikePoints_592,false,200108,true
"Northdown Street, King's Cross",false,,,BikePoints_593,false,200058,true
"Kingsway Southbound, Strand",false,,1331710680000,BikePoints_594,false,200226,true
"Hammersmith Road, Hammersmith",false,,,BikePoints_595,false,200142,true
"Parson's Green , Parson's Green",false,,,BikePoints_596,false,200237,true
"Fulham Park Road, Fulham",false,,,BikePoints_597,false,200229,true
"Southerton Road, Hammersmith",false,,1501544700000,BikePoints_598,false,200166,true
"Manbre Road, Hammersmith",false,,,BikePoints_599,false,200235,true
"South Lambeth Road, Vauxhall",false,,,BikePoints_600,false,200133,true
"BBC White City, White City",false,,,BikePoints_601,false,200136,true
"Union Grove, Wandsworth Road",false,,,BikePoints_602,false,200211,true
"Caldwell Street, Stockwell",false,,,BikePoints_603,false,200137,true
"St Martins Close, Camden Town",false,,,BikePoints_604,false,200195,true
"Seymour Place, Marylebone",false,,,BikePoints_605,false,200198,true
"Addison Road, Holland Park",false,,,BikePoints_606,false,200218,true
"Putney Bridge Station, Fulham",false,,,BikePoints_607,false,200125,true
"Colet Gardens, Hammersmith",false,,,BikePoints_608,false,200224,true
"Sugden Road, Clapham",false,,1380109980000,BikePoints_609,false,200208,true
"Danvers Street, West Chelsea",false,,1380113460000,BikePoints_610,false,200222,true
"Princedale Road , Holland Park",false,,1380203940000,BikePoints_611,false,200067,true
"Wandsworth Rd, Isley Court, Wandsworth Road",false,,1380294600000,BikePoints_612,false,200175,true
"Woodstock Grove, Shepherd's Bush",false,,1380211860000,BikePoints_613,false,200214,true
"London Fields, Hackney Central",false,,1380795000000,BikePoints_614,false,200025,true
