common_name,removal_date,terminal_name,installed,place_id,temporary,locked,install_date
"Clarence Walk, Stockwell",,200194,true,BikePoints_630,false,false,1381487100000
"Battersea Park Road, Nine Elms",,200183,true,BikePoints_631,false,false,1381245300000
"Sheepcote Lane, Battersea",,200176,true,BikePoints_632,false,false,1381220700000
"Vereker Road, West Kensington",,200116,true,BikePoints_633,false,false,1381402920000
"Brook Green South, Brook Green",,300002,true,BikePoints_634,false,false,1381743780000
"Greyhound Road, Hammersmith",,200215,true,BikePoints_635,false,false,1381756440000
"South Park, Sands End",,200180,true,BikePoints_636,false,false,1381846320000
"Spencer Park, Wandsworth Common",,200191,true,BikePoints_637,false,false,1381933680000
"Falcon Road, Clapham Junction",,300014,true,BikePoints_638,false,false,1381834020000
"Coomer Place, West Kensington",,200081,true,BikePoints_639,false,false,1381835700000
"Silverthorne Road, Battersea",,200179,true,BikePoints_640,false,false,1382010420000
"Archbishop's Park, Waterloo",,300025,true,BikePoints_641,false,false,1381926900000
"Fawcett Close, Battersea",,200192,true,BikePoints_642,false,false,1381934220000
"All Saints' Road, Portobello",,300026,true,BikePoints_643,false,false,1382010720000
"Rainville Road, Hammersmith",,200182,true,BikePoints_644,false,false,1382278560000
"Great Suffolk Street, The Borough",,200200,true,BikePoints_645,false,false,1382110800000
"Buckingham Gate, Westminster",,200178,true,BikePoints_646,false,false,1382084340000
"Richmond Way, Shepherd's Bush",,200181,true,BikePoints_647,false,false,1382347140000
"Peterborough Road, Sands End",,200171,true,BikePoints_648,false,false,1382352840000
"World's End Place, West Chelsea",,300009,true,BikePoints_649,false,false,1382348400000
"St. Mark's Road, North Kensington",,300034,true,BikePoints_650,false,false,1382438520000
"Thorndike Close, West Chelsea",,300030,true,BikePoints_651,false,false,1382441580000
"Evesham Street, Avondale",,300022,true,BikePoints_652,false,false,1381848540000
"Simpson Street, Clapham Junction",,200196,true,BikePoints_653,false,false,1382539860000
"Ashmole Estate, Oval",,200223,true,BikePoints_654,false,false,1382520000000
"Crabtree Lane, Fulham",,200221,true,BikePoints_655,false,false,1382611200000
"Broomhouse Lane, Parsons Green",,200040,true,BikePoints_656,false,false,1382614560000
"Blythe Road West, Shepherd's Bush",,200220,true,BikePoints_657,false,false,1382621400000
"Ethelburga Estate, Battersea Park",,300005,true,BikePoints_658,false,false,1383731100000
"Blackfriars Station, St. Paul's",,200212,true,BikePoints_659,false,false,1382697060000
"West Kensington Station, West Kensington",,300020,true,BikePoints_660,false,false,1382705340000
"All Saints Church, Portobello",,300023,true,BikePoints_661,false,false,1382887680000
"Phene Street, Chelsea",,200189,true,BikePoints_662,false,false,1382866680000
"Clarendon Road, Avondale",,200124,true,BikePoints_663,false,false,1382870040000
"Austin Road, Battersea Park",,300013,true,BikePoints_664,false,false,1382964300000
"Smugglers Way, Wandsworth",,200113,true,BikePoints_665,false,false,1382975700000
"Shepherd's Bush Road North, Shepherd's Bush",,200209,true,BikePoints_667,false,false,1383136140000
"Ravenscourt Park Station, Hammersmith",,300037,true,BikePoints_668,false,false,1383143160000
"Teversham Lane, Stockwell",,300036,true,BikePoints_669,false,false,1383147660000
"Ashley Crescent, Battersea",,200169,true,BikePoints_670,false,false,1383212640000
"Parsons Green Station, Parsons Green",,300052,true,BikePoints_671,false,false,1383217920000
"Hibbert Street, Battersea",,300051,true,BikePoints_673,false,false,1383319500000
"Carnegie Street, King's Cross",,300035,true,BikePoints_674,false,false,
"Usk Road, Clapham Junction",,200126,true,BikePoints_675,false,false,1383322320000
"Hartington Road, Stockwell",,200207,true,BikePoints_676,false,false,1383584400000
"Heath Road, Battersea",,200023,true,BikePoints_677,false,false,1383476160000
"Esmond Street, Putney",,200170,true,BikePoints_678,false,false,1383653580000
"Orbel Street, Battersea",,200114,true,BikePoints_679,false,false,1383661200000
"Westbridge Road, Battersea",,200210,true,BikePoints_680,false,false,1383657480000
"Bishop's Avenue, Fulham",,200043,true,BikePoints_681,false,false,1383733440000
"Crisp Road, Hammersmith",,200059,true,BikePoints_682,false,false,1383738240000
"Dorothy Road, Clapham Junction",,200119,true,BikePoints_683,false,false,1383750420000
"Neville Gill Close, Wandsworth",,200188,true,BikePoints_684,false,false,1383823380000
"Osiers Road, Wandsworth",,200219,true,BikePoints_685,false,false,1383827400000
"Beryl Road, Hammersmith",,200097,true,BikePoints_686,false,false,1383835560000
"Northfields, Wandsworth",,200204,true,BikePoints_688,false,false,1383915240000
"Spanish Road, Clapham Junction",,200106,true,BikePoints_689,false,false,1383918180000
"Stanley Grove, Battersea",,200199,true,BikePoints_690,false,false,1383924660000
"Erin Close, Walham Green",,200184,true,BikePoints_691,false,false,1384763520000
"Cadogan Close, Victoria Park",,200112,true,BikePoints_692,false,false,1384166220000
"Felsham Road, Putney",,300019,true,BikePoints_693,false,false,1384001160000
"Putney Rail Station, Putney",,300033,true,BikePoints_694,false,false,1384004640000
"Islington Green, Angel",,300031,true,BikePoints_695,false,false,1384172820000
"Charing Cross Hospital, Hammersmith",,300018,true,BikePoints_696,false,false,1384180020000
"Charlotte Terrace, Angel",,200129,true,BikePoints_697,false,false,1384251120000
"Hawley Crescent, Camden Town",,200122,true,BikePoints_713,false,false,1384774620000
