common_name,locked,place_id,install_date,removal_date,terminal_name,temporary,installed
"Normand Park, West Kensington",false,BikePoints_626,1381920300000,,300008,false,true
"Holden Street, Battersea",false,BikePoints_627,1381931400000,,200007,false,true
"William Morris Way, Sands End",false,BikePoints_628,1381414980000,,200062,false,true
"Morie Street, Wandsworth",false,BikePoints_629,1381479480000,,200187,false,true
"Clarence Walk, Stockwell",false,BikePoints_630,1381487100000,,200194,false,true
"Battersea Park Road, Nine Elms",false,BikePoints_631,1381245300000,,200183,false,true
"Sheepcote Lane, Battersea",false,BikePoints_632,1381220700000,,200176,false,true
"Vereker Road, West Kensington",false,BikePoints_633,1381402920000,,200116,false,true
"Brook Green South, Brook Green",false,BikePoints_634,1381743780000,,300002,false,true
"Greyhound Road, Hammersmith",false,BikePoints_635,1381756440000,,200215,false,true
"South Park, Sands End",false,BikePoints_636,1381846320000,,200180,false,true
"Spencer Park, Wandsworth Common",false,BikePoints_637,1381933680000,,200191,false,true
"Falcon Road, Clapham Junction",false,BikePoints_638,1381834020000,,300014,false,true
"Coomer Place, West Kensington",false,BikePoints_639,1381835700000,,200081,false,true
"Silverthorne Road, Battersea",false,BikePoints_640,1382010420000,,200179,false,true
"Archbishop's Park, Waterloo",false,BikePoints_641,1381926900000,,300025,false,true
"Fawcett Close, Battersea",false,BikePoints_642,1381934220000,,200192,false,true
"All Saints' Road, Portobello",false,BikePoints_643,1382010720000,,300026,false,true
"Rainville Road, Hammersmith",false,BikePoints_644,1382278560000,,200182,false,true
"Great Suffolk Street, The Borough",false,BikePoints_645,1382110800000,,200200,false,true
"Buckingham Gate, Westminster",false,BikePoints_646,1382084340000,,200178,false,true
"Richmond Way, Shepherd's Bush",false,BikePoints_647,1382347140000,,200181,false,true
"Peterborough Road, Sands End",false,BikePoints_648,1382352840000,,200171,false,true
"World's End Place, West Chelsea",false,BikePoints_649,1382348400000,,300009,false,true
"St. Mark's Road, North Kensington",false,BikePoints_650,1382438520000,,300034,false,true
"Thorndike Close, West Chelsea",false,BikePoints_651,1382441580000,,300030,false,true
"Evesham Street, Avondale",false,BikePoints_652,1381848540000,,300022,false,true
"Simpson Street, Clapham Junction",false,BikePoints_653,1382539860000,,200196,false,true
"Ashmole Estate, Oval",false,BikePoints_654,1382520000000,,200223,false,true
"Crabtree Lane, Fulham",false,BikePoints_655,1382611200000,,200221,false,true
"Broomhouse Lane, Parsons Green",false,BikePoints_656,1382614560000,,200040,false,true
"Blythe Road West, Shepherd's Bush",false,BikePoints_657,1382621400000,,200220,false,true
"Ethelburga Estate, Battersea Park",false,BikePoints_658,1383731100000,,300005,false,true
"Blackfriars Station, St. Paul's",false,BikePoints_659,1382697060000,,200212,false,true
"West Kensington Station, West Kensington",false,BikePoints_660,1382705340000,,300020,false,true
"All Saints Church, Portobello",false,BikePoints_661,1382887680000,,300023,false,true
"Phene Street, Chelsea",false,BikePoints_662,1382866680000,,200189,false,true
"Clarendon Road, Avondale",false,BikePoints_663,1382870040000,,200124,false,true
"Austin Road, Battersea Park",false,BikePoints_664,1382964300000,,300013,false,true
"Smugglers Way, Wandsworth",false,BikePoints_665,1382975700000,,200113,false,true
"Shepherd's Bush Road North, Shepherd's Bush",false,BikePoints_667,1383136140000,,200209,false,true
"Ravenscourt Park Station, Hammersmith",false,BikePoints_668,1383143160000,,300037,false,true
"Teversham Lane, Stockwell",false,BikePoints_669,1383147660000,,300036,false,true
"Ashley Crescent, Battersea",false,BikePoints_670,1383212640000,,200169,false,true
"Parsons Green Station, Parsons Green",false,BikePoints_671,1383217920000,,300052,false,true
"Hibbert Street, Battersea",false,BikePoints_673,1383319500000,,300051,false,true
"Carnegie Street, King's Cross",false,BikePoints_674,,,300035,false,true
"Usk Road, Clapham Junction",false,BikePoints_675,1383322320000,,200126,false,true
"Hartington Road, Stockwell",false,BikePoints_676,1383584400000,,200207,false,true
"Heath Road, Battersea",false,BikePoints_677,1383476160000,,200023,false,true
"Esmond Street, Putney",false,BikePoints_678,1383653580000,,200170,false,true
"Orbel Street, Battersea",false,BikePoints_679,1383661200000,,200114,false,true
"Westbridge Road, Battersea",false,BikePoints_680,1383657480000,,200210,false,true
"Bishop's Avenue, Fulham",false,BikePoints_681,1383733440000,,200043,false,true
"Crisp Road, Hammersmith",false,BikePoints_682,1383738240000,,200059,false,true
"Dorothy Road, Clapham Junction",false,BikePoints_683,1383750420000,,200119,false,true
"Neville Gill Close, Wandsworth",false,BikePoints_684,1383823380000,,200188,false,true
"Osiers Road, Wandsworth",false,BikePoints_685,1383827400000,,200219,false,true
"Beryl Road, Hammersmith",false,BikePoints_686,1383835560000,,200097,false,true
"Northfields, Wandsworth",false,BikePoints_688,1383915240000,,200204,false,true
"Spanish Road, Clapham Junction",false,BikePoints_689,1383918180000,,200106,false,true
"Stanley Grove, Battersea",false,BikePoints_690,1383924660000,,200199,false,true
"Erin Close, Walham Green",false,BikePoints_691,1384763520000,,200184,false,true
"Cadogan Close, Victoria Park",false,BikePoints_692,1384166220000,,200112,false,true
"Felsham Road, Putney",false,BikePoints_693,1384001160000,,300019,false,true
"Putney Rail Station, Putney",false,BikePoints_694,1384004640000,,300033,false,true
"Islington Green, Angel",false,BikePoints_695,1384172820000,,300031,false,true
"Charing Cross Hospital, Hammersmith",false,BikePoints_696,1384180020000,,300018,false,true
"Charlotte Terrace, Angel",false,BikePoints_697,1384251120000,,200129,false,true
