place_id,common_name,terminal_name,installed,removal_date,install_date,temporary,locked
BikePoints_135,"Clerkenwell Green, Clerkenwell",001053,true,,1279201080000,false,false
BikePoints_136,"Queen Victoria Street, St. Paul's",001048,true,,1279201200000,false,false
BikePoints_138,"Green Street, Mayfair",003464,true,,1279205220000,false,false
BikePoints_139,"Lambeth Road, Vauxhall",001078,true,,1279205460000,false,false
BikePoints_140,"Finsbury Square , Moorgate",001056,true,,1279205580000,false,false
BikePoints_141,"Chapel Place, Marylebone",001003,true,,1279210980000,false,false
BikePoints_142,"West Cromwell Road, Earl's Court",001001,true,,1279211220000,false,false
BikePoints_143,"Pont Street, Knightsbridge",001114,true,,1279211400000,false,false
BikePoints_144,"Kennington Cross, Kennington",001093,true,,1279211580000,false,false
BikePoints_145,"Ilchester Place, Kensington",001115,true,,1279212180000,false,false
BikePoints_146,"Vauxhall Bridge , Pimlico",001046,true,,1279212360000,false,false
BikePoints_148,"Tachbrook Street, Victoria",000965,true,,,false,false
BikePoints_149,"Kennington Road Post Office, Oval",001073,true,,1279215360000,false,false
BikePoints_150,"Holy Trinity Brompton, Knightsbridge",001002,true,,1279215540000,false,false
BikePoints_151,"Chepstow Villas, Notting Hill",001120,true,,1279215720000,false,false
BikePoints_152,"Hampton Street, Walworth",001118,true,,1279215900000,false,false
BikePoints_153,"Bayswater Road, Hyde Park",001096,true,,1279216080000,false,false
BikePoints_154,"Waterloo Station 3, Waterloo",001072,true,,,false,false
BikePoints_155,"Lexham Gardens, Kensington",001121,true,,1279272660000,false,false
BikePoints_156,"New Kent Road, The Borough",000966,true,,1279273080000,false,false
BikePoints_157,"Wright's Lane, Kensington",001094,true,,1279273200000,false,false
BikePoints_158,"Trebovir Road, Earl's Court",001113,true,,1279273320000,false,false
BikePoints_161,"Guildhouse Street, Victoria",003478,true,,1279286940000,false,false
BikePoints_162,"Southampton Place, Holborn",001123,true,,1279287120000,false,false
BikePoints_163,"Sloane Avenue, Knightsbridge",003461,true,,1279287300000,false,false
BikePoints_164,"Cleveland Gardens, Bayswater",001178,true,,1279287600000,false,false
BikePoints_165,"Orsett Terrace, Bayswater",002585,true,,1279287960000,false,false
BikePoints_166,"Seville Street, Knightsbridge",001177,true,,1279288140000,false,false
BikePoints_167,"Eccleston Place, Victoria",003465,true,,,false,false
BikePoints_168,"Argyll Road, Kensington",003463,true,,1279289400000,false,false
BikePoints_432,"Exhibition Road Museums 1, South Kensington",022158,true,,1319448720000,false,false
BikePoints_433,"Wren Street, Holborn",022169,true,,1323361560000,false,false
BikePoints_435,"Kennington Station, Kennington",022170,true,,1323346020000,false,false
BikePoints_436,"Red Lion Street, Holborn",022171,true,,1323350220000,false,false
BikePoints_437,"Vauxhall Walk, Vauxhall",200056,true,,1325746380000,false,false
BikePoints_439,"Killick Street, King's Cross",200053,true,,1325705460000,false,false
BikePoints_440,"Kennington Oval, Oval",200032,true,,1325708160000,false,false
BikePoints_441,"Sail Street, Vauxhall",200039,true,,1325711220000,false,false
BikePoints_442,"Walmer Road, Avondale",200035,true,,1325940420000,false,false
BikePoints_443,"Philpot Street, Whitechapel",200033,true,,1325941800000,false,false
BikePoints_444,"Bethnal Green Garden, Bethnal Green",200047,true,,1325944680000,false,false
BikePoints_445,"Cheshire Street, Bethnal Green",200003,true,,1325945820000,false,false
BikePoints_446,"York Hall, Bethnal Green",200042,true,,1325948880000,false,false
BikePoints_447,"Jubilee Crescent, Cubitt Town",200054,true,,1325949000000,false,false
BikePoints_448,"Fisherman's Walk West, Canary Wharf",022165,true,,1325952660000,false,false
BikePoints_449,"Shadwell Station, Shadwell",200020,true,,1325952900000,false,false
BikePoints_450,"Jubilee Street, Stepney",200002,true,,1326105240000,false,false
BikePoints_451,"Hermitage Court, Wapping",200021,true,,1325501400000,false,false
