locked,place_id,installed,common_name,install_date,terminal_name,removal_date,temporary
false,BikePoints_619,true,"Irene Road, Parsons Green",1380552360000,300012,,false
false,BikePoints_620,true,"Surrey Lane, Battersea",1380629040000,300010,,false
false,BikePoints_621,true,"Wandsworth Town Station, Wandsworth",1380899280000,200091,,false
false,BikePoints_622,true,"Lansdowne Road, Ladbroke Grove",1380901680000,200172,,false
false,BikePoints_623,true,"Nantes Close, Wandsworth",1381135320000,200186,,false
false,BikePoints_624,true,"Courland Grove, Wandsworth Road",1381224240000,200173,,false
false,BikePoints_625,true,"Queen's Circus, Battersea Park",1381227480000,200190,,false
false,BikePoints_626,true,"Normand Park, West Kensington",1381920300000,300008,,false
false,BikePoints_627,true,"Holden Street, Battersea",1381931400000,200007,,false
false,BikePoints_628,true,"William Morris Way, Sands End",1381414980000,200062,,false
false,BikePoints_629,true,"Morie Street, Wandsworth",1381479480000,200187,,false
false,BikePoints_630,true,"Clarence Walk, Stockwell",1381487100000,200194,,false
false,BikePoints_631,true,"Battersea Park Road, Nine Elms",1381245300000,200183,,false
false,BikePoints_632,true,"Sheepcote Lane, Battersea",1381220700000,200176,,false
false,BikePoints_633,true,"Vereker Road, West Kensington",1381402920000,200116,,false
false,BikePoints_634,true,"Brook Green South, Brook Green",1381743780000,300002,,false
false,BikePoints_635,true,"Greyhound Road, Hammersmith",1381756440000,200215,,false
false,BikePoints_636,true,"South Park, Sands End",1381846320000,200180,,false
false,BikePoints_637,true,"Spencer Park, Wandsworth Common",1381933680000,200191,,false
false,BikePoints_638,true,"Falcon Road, Clapham Junction",1381834020000,300014,,false
false,BikePoints_639,true,"Coomer Place, West Kensington",1381835700000,200081,,false
false,BikePoints_640,true,"Silverthorne Road, Battersea",1382010420000,200179,,false
false,BikePoints_641,true,"Archbishop's Park, Waterloo",1381926900000,300025,,false
false,BikePoints_642,true,"Fawcett Close, Battersea",1381934220000,200192,,false
false,BikePoints_643,true,"All Saints' Road, Portobello",1382010720000,300026,,false
false,BikePoints_644,true,"Rainville Road, Hammersmith",1382278560000,200182,,false
false,BikePoints_645,true,"Great Suffolk Street, The Borough",1382110800000,200200,,false
false,BikePoints_646,true,"Buckingham Gate, Westminster",1382084340000,200178,,false
false,BikePoints_647,true,"Richmond Way, Shepherd's Bush",1382347140000,200181,,false
false,BikePoints_648,true,"Peterborough Road, Sands End",1382352840000,200171,,false
false,BikePoints_649,true,"World's End Place, West Chelsea",1382348400000,300009,,false
false,BikePoints_650,true,"St. Mark's Road, North Kensington",1382438520000,300034,,false
false,BikePoints_651,true,"Thorndike Close, West Chelsea",1382441580000,300030,,false
false,BikePoints_652,true,"Evesham Street, Avondale",1381848540000,300022,,false
false,BikePoints_653,true,"Simpson Street, Clapham Junction",1382539860000,200196,,false
false,BikePoints_654,true,"Ashmole Estate, Oval",1382520000000,200223,,false
false,BikePoints_655,true,"Crabtree Lane, Fulham",1382611200000,200221,,false
false,BikePoints_656,true,"Broomhouse Lane, Parsons Green",1382614560000,200040,,false
false,BikePoints_657,true,"Blythe Road West, Shepherd's Bush",1382621400000,200220,,false
false,BikePoints_658,true,"Ethelburga Estate, Battersea Park",1383731100000,300005,,false
false,BikePoints_659,true,"Blackfriars Station, St. Paul's",1382697060000,200212,,false
false,BikePoints_660,true,"West Kensington Station, West Kensington",1382705340000,300020,,false
false,BikePoints_661,true,"All Saints Church, Portobello",1382887680000,300023,,false
false,BikePoints_662,true,"Phene Street, Chelsea",1382866680000,200189,,false
false,BikePoints_663,true,"Clarendon Road, Avondale",1382870040000,200124,,false
false,BikePoints_664,true,"Austin Road, Battersea Park",1382964300000,300013,,false
false,BikePoints_665,true,"Smugglers Way, Wandsworth",1382975700000,200113,,false
false,BikePoints_667,true,"Shepherd's Bush Road North, Shepherd's Bush",1383136140000,200209,,false
false,BikePoints_668,true,"Ravenscourt Park Station, Hammersmith",1383143160000,300037,,false
false,BikePoints_669,true,"Teversham Lane, Stockwell",1383147660000,300036,,false
false,BikePoints_670,true,"Ashley Crescent, Battersea",1383212640000,200169,,false
false,BikePoints_671,true,"Parsons Green Station, Parsons Green",1383217920000,300052,,false
false,BikePoints_673,true,"Hibbert Street, Battersea",1383319500000,300051,,false
false,BikePoints_674,true,"Carnegie Street, King's Cross",,300035,,false
false,BikePoints_675,true,"Usk Road, Clapham Junction",1383322320000,200126,,false
false,BikePoints_676,true,"Hartington Road, Stockwell",1383584400000,200207,,false
false,BikePoints_677,true,"Heath Road, Battersea",1383476160000,200023,,false
false,BikePoints_678,true,"Esmond Street, Putney",1383653580000,200170,,false
false,BikePoints_679,true,"Orbel Street, Battersea",1383661200000,200114,,false
false,BikePoints_680,true,"Westbridge Road, Battersea",1383657480000,200210,,false
false,BikePoints_681,true,"Bishop's Avenue, Fulham",1383733440000,200043,,false
false,BikePoints_682,true,"Crisp Road, Hammersmith",1383738240000,200059,,false
false,BikePoints_683,true,"Dorothy Road, Clapham Junction",1383750420000,200119,,false
false,BikePoints_684,true,"Neville Gill Close, Wandsworth",1383823380000,200188,,false
false,BikePoints_685,true,"Osiers Road, Wandsworth",1383827400000,200219,,false
false,BikePoints_686,true,"Beryl Road, Hammersmith",1383835560000,200097,,false
false,BikePoints_688,true,"Northfields, Wandsworth",1383915240000,200204,,false
false,BikePoints_689,true,"Spanish Road, Clapham Junction",1383918180000,200106,,false
false,BikePoints_690,true,"Stanley Grove, Battersea",1383924660000,200199,,false
false,BikePoints_691,true,"Erin Close, Walham Green",1384763520000,200184,,false
false,BikePoints_692,true,"Cadogan Close, Victoria Park",1384166220000,200112,,false
false,BikePoints_693,true,"Felsham Road, Putney",1384001160000,300019,,false
false,BikePoints_694,true,"Putney Rail Station, Putney",1384004640000,300033,,false
