removal_date,common_name,locked,installed,terminal_name,install_date,temporary,place_id
,"Courland Grove, Wandsworth Road",false,true,200173,1381224240000,false,BikePoints_624
,"Queen's Circus, Battersea Park",false,true,200190,1381227480000,false,BikePoints_625
,"Normand Park, West Kensington",false,true,300008,1381920300000,false,BikePoints_626
,"Holden Street, Battersea",false,true,200007,1381931400000,false,BikePoints_627
,"William Morris Way, Sands End",false,true,200062,1381414980000,false,BikePoints_628
,"Morie Street, Wandsworth",false,true,200187,1381479480000,false,BikePoints_629
,"Clarence Walk, Stockwell",false,true,200194,1381487100000,false,BikePoints_630
,"Battersea Park Road, Nine Elms",false,true,200183,1381245300000,false,BikePoints_631
,"Sheepcote Lane, Battersea",false,true,200176,1381220700000,false,BikePoints_632
,"Vereker Road, West Kensington",false,true,200116,1381402920000,false,BikePoints_633
,"Brook Green South, Brook Green",false,true,300002,1381743780000,false,BikePoints_634
,"Greyhound Road, Hammersmith",false,true,200215,1381756440000,false,BikePoints_635
,"South Park, Sands End",false,true,200180,1381846320000,false,BikePoints_636
,"Spencer Park, Wandsworth Common",false,true,200191,1381933680000,false,BikePoints_637
,"Falcon Road, Clapham Junction",false,true,300014,1381834020000,false,BikePoints_638
,"Coomer Place, West Kensington",false,true,200081,1381835700000,false,BikePoints_639
,"Silverthorne Road, Battersea",false,true,200179,1382010420000,false,BikePoints_640
,"Archbishop's Park, Waterloo",false,true,300025,1381926900000,false,BikePoints_641
,"Fawcett Close, Battersea",false,true,200192,1381934220000,false,BikePoints_642
,"All Saints' Road, Portobello",false,true,300026,1382010720000,false,BikePoints_643
,"Rainville Road, Hammersmith",false,true,200182,1382278560000,false,BikePoints_644
,"Great Suffolk Street, The Borough",false,true,200200,1382110800000,false,BikePoints_645
,"Buckingham Gate, Westminster",false,true,200178,1382084340000,false,BikePoints_646
,"Richmond Way, Shepherd's Bush",false,true,200181,1382347140000,false,BikePoints_647
,"Peterborough Road, Sands End",false,true,200171,1382352840000,false,BikePoints_648
,"World's End Place, West Chelsea",false,true,300009,1382348400000,false,BikePoints_649
,"St. Mark's Road, North Kensington",false,true,300034,1382438520000,false,BikePoints_650
,"Thorndike Close, West Chelsea",false,true,300030,1382441580000,false,BikePoints_651
,"Evesham Street, Avondale",false,true,300022,1381848540000,false,BikePoints_652
,"Simpson Street, Clapham Junction",false,true,200196,1382539860000,false,BikePoints_653
,"Ashmole Estate, Oval",false,true,200223,1382520000000,false,BikePoints_654
,"Crabtree Lane, Fulham",false,true,200221,1382611200000,false,BikePoints_655
,"Broomhouse Lane, Parsons Green",false,true,200040,1382614560000,false,BikePoints_656
,"Blythe Road West, Shepherd's Bush",false,true,200220,1382621400000,false,BikePoints_657
,"Ethelburga Estate, Battersea Park",false,true,300005,1383731100000,false,BikePoints_658
,"Blackfriars Station, St. Paul's",false,true,200212,1382697060000,false,BikePoints_659
,"West Kensington Station, West Kensington",false,true,300020,1382705340000,false,BikePoints_660
,"All Saints Church, Portobello",false,true,300023,1382887680000,false,BikePoints_661
,"Phene Street, Chelsea",false,true,200189,1382866680000,false,BikePoints_662
,"Clarendon Road, Avondale",false,true,200124,1382870040000,false,BikePoints_663
,"Austin Road, Battersea Park",false,true,300013,1382964300000,false,BikePoints_664
,"Smugglers Way, Wandsworth",false,true,200113,1382975700000,false,BikePoints_665
,"Shepherd's Bush Road North, Shepherd's Bush",false,true,200209,1383136140000,false,BikePoints_667
,"Ravenscourt Park Station, Hammersmith",false,true,300037,1383143160000,false,BikePoints_668
,"Teversham Lane, Stockwell",false,true,300036,1383147660000,false,BikePoints_669
,"Ashley Crescent, Battersea",false,true,200169,1383212640000,false,BikePoints_670
,"Parsons Green Station, Parsons Green",false,true,300052,1383217920000,false,BikePoints_671
,"Hibbert Street, Battersea",false,true,300051,1383319500000,false,BikePoints_673
,"Carnegie Street, King's Cross",false,true,300035,,false,BikePoints_674
,"Usk Road, Clapham Junction",false,true,200126,1383322320000,false,BikePoints_675
,"Hartington Road, Stockwell",false,true,200207,1383584400000,false,BikePoints_676
,"Heath Road, Battersea",false,true,200023,1383476160000,false,BikePoints_677
,"Esmond Street, Putney",false,true,200170,1383653580000,false,BikePoints_678
,"Orbel Street, Battersea",false,true,200114,1383661200000,false,BikePoints_679
,"Westbridge Road, Battersea",false,true,200210,1383657480000,false,BikePoints_680
,"Bishop's Avenue, Fulham",false,true,200043,1383733440000,false,BikePoints_681
,"Crisp Road, Hammersmith",false,true,200059,1383738240000,false,BikePoints_682
,"Dorothy Road, Clapham Junction",false,true,200119,1383750420000,false,BikePoints_683
,"Neville Gill Close, Wandsworth",false,true,200188,1383823380000,false,BikePoints_684
,"Osiers Road, Wandsworth",false,true,200219,1383827400000,false,BikePoints_685
,"Beryl Road, Hammersmith",false,true,200097,1383835560000,false,BikePoints_686
,"Northfields, Wandsworth",false,true,200204,1383915240000,false,BikePoints_688
,"Spanish Road, Clapham Junction",false,true,200106,1383918180000,false,BikePoints_689
,"Stanley Grove, Battersea",false,true,200199,1383924660000,false,BikePoints_690
,"Erin Close, Walham Green",false,true,200184,1384763520000,false,BikePoints_691
,"Cadogan Close, Victoria Park",false,true,200112,1384166220000,false,BikePoints_692
,"Felsham Road, Putney",false,true,300019,1384001160000,false,BikePoints_693
,"Putney Rail Station, Putney",false,true,300033,1384004640000,false,BikePoints_694
,"Islington Green, Angel",false,true,300031,1384172820000,false,BikePoints_695
,"Charing Cross Hospital, Hammersmith",false,true,300018,1384180020000,false,BikePoints_696
,"Charlotte Terrace, Angel",false,true,200129,1384251120000,false,BikePoints_697
