locked,install_date,terminal_name,common_name,temporary,place_id,installed,removal_date
false,1381931400000,200007,"Holden Street, Battersea",false,BikePoints_627,true,
false,1381414980000,200062,"William Morris Way, Sands End",false,BikePoints_628,true,
false,1381479480000,200187,"Morie Street, Wandsworth",false,BikePoints_629,true,
false,1381487100000,200194,"Clarence Walk, Stockwell",false,BikePoints_630,true,
false,1381245300000,200183,"Battersea Park Road, Nine Elms",false,BikePoints_631,true,
false,1381220700000,200176,"Sheepcote Lane, Battersea",false,BikePoints_632,true,
false,1381402920000,200116,"Vereker Road, West Kensington",false,BikePoints_633,true,
false,1381743780000,300002,"Brook Green South, Brook Green",false,BikePoints_634,true,
false,1381756440000,200215,"Greyhound Road, Hammersmith",false,BikePoints_635,true,
false,1381846320000,200180,"South Park, Sands End",false,BikePoints_636,true,
false,1381933680000,200191,"Spencer Park, Wandsworth Common",false,BikePoints_637,true,
false,1381834020000,300014,"Falcon Road, Clapham Junction",false,BikePoints_638,true,
false,1381835700000,200081,"Coomer Place, West Kensington",false,BikePoints_639,true,
false,1382010420000,200179,"Silverthorne Road, Battersea",false,BikePoints_640,true,
false,1381926900000,300025,"Archbishop's Park, Waterloo",false,BikePoints_641,true,
false,1381934220000,200192,"Fawcett Close, Battersea",false,BikePoints_642,true,
false,1382010720000,300026,"All Saints' Road, Portobello",false,BikePoints_643,true,
false,1382278560000,200182,"Rainville Road, Hammersmith",false,BikePoints_644,true,
false,1382110800000,200200,"Great Suffolk Street, The Borough",false,BikePoints_645,true,
false,1382084340000,200178,"Buckingham Gate, Westminster",false,BikePoints_646,true,
false,1382347140000,200181,"Richmond Way, Shepherd's Bush",false,BikePoints_647,true,
false,1382352840000,200171,"Peterborough Road, Sands End",false,BikePoints_648,true,
false,1382348400000,300009,"World's End Place, West Chelsea",false,BikePoints_649,true,
false,1382438520000,300034,"St. Mark's Road, North Kensington",false,BikePoints_650,true,
false,1382441580000,300030,"Thorndike Close, West Chelsea",false,BikePoints_651,true,
false,1381848540000,300022,"Evesham Street, Avondale",false,BikePoints_652,true,
false,1382539860000,200196,"Simpson Street, Clapham Junction",false,BikePoints_653,true,
false,1382520000000,200223,"Ashmole Estate, Oval",false,BikePoints_654,true,
false,1382611200000,200221,"Crabtree Lane, Fulham",false,BikePoints_655,true,
false,1382614560000,200040,"Broomhouse Lane, Parsons Green",false,BikePoints_656,true,
false,1382621400000,200220,"Blythe Road West, Shepherd's Bush",false,BikePoints_657,true,
false,1383731100000,300005,"Ethelburga Estate, Battersea Park",false,BikePoints_658,true,
false,1382697060000,200212,"Blackfriars Station, St. Paul's",false,BikePoints_659,true,
false,1382705340000,300020,"West Kensington Station, West Kensington",false,BikePoints_660,true,
false,1382887680000,300023,"All Saints Church, Portobello",false,BikePoints_661,true,
false,1382866680000,200189,"Phene Street, Chelsea",false,BikePoints_662,true,
false,1382870040000,200124,"Clarendon Road, Avondale",false,BikePoints_663,true,
false,1382964300000,300013,"Austin Road, Battersea Park",false,BikePoints_664,true,
false,1382975700000,200113,"Smugglers Way, Wandsworth",false,BikePoints_665,true,
false,1383136140000,200209,"Shepherd's Bush Road North, Shepherd's Bush",false,BikePoints_667,true,
false,1383143160000,300037,"Ravenscourt Park Station, Hammersmith",false,BikePoints_668,true,
false,1383147660000,300036,"Teversham Lane, Stockwell",false,BikePoints_669,true,
false,1383212640000,200169,"Ashley Crescent, Battersea",false,BikePoints_670,true,
false,1383217920000,300052,"Parsons Green Station, Parsons Green",false,BikePoints_671,true,
false,1383319500000,300051,"Hibbert Street, Battersea",false,BikePoints_673,true,
false,,300035,"Carnegie Street, King's Cross",false,BikePoints_674,true,
false,1383322320000,200126,"Usk Road, Clapham Junction",false,BikePoints_675,true,
false,1383584400000,200207,"Hartington Road, Stockwell",false,BikePoints_676,true,
false,1383476160000,200023,"Heath Road, Battersea",false,BikePoints_677,true,
false,1383653580000,200170,"Esmond Street, Putney",false,BikePoints_678,true,
false,1383661200000,200114,"Orbel Street, Battersea",false,BikePoints_679,true,
false,1383657480000,200210,"Westbridge Road, Battersea",false,BikePoints_680,true,
false,1383733440000,200043,"Bishop's Avenue, Fulham",false,BikePoints_681,true,
false,1383738240000,200059,"Crisp Road, Hammersmith",false,BikePoints_682,true,
false,1383750420000,200119,"Dorothy Road, Clapham Junction",false,BikePoints_683,true,
false,1383823380000,200188,"Neville Gill Close, Wandsworth",false,BikePoints_684,true,
false,1383827400000,200219,"Osiers Road, Wandsworth",false,BikePoints_685,true,
false,1383835560000,200097,"Beryl Road, Hammersmith",false,BikePoints_686,true,
false,1383915240000,200204,"Northfields, Wandsworth",false,BikePoints_688,true,
false,1383918180000,200106,"Spanish Road, Clapham Junction",false,BikePoints_689,true,
false,1383924660000,200199,"Stanley Grove, Battersea",false,BikePoints_690,true,
false,1384763520000,200184,"Erin Close, Walham Green",false,BikePoints_691,true,
false,1384166220000,200112,"Cadogan Close, Victoria Park",false,BikePoints_692,true,
false,1384001160000,300019,"Felsham Road, Putney",false,BikePoints_693,true,
false,1384004640000,300033,"Putney Rail Station, Putney",false,BikePoints_694,true,
false,1384172820000,300031,"Islington Green, Angel",false,BikePoints_695,true,
false,1384180020000,300018,"Charing Cross Hospital, Hammersmith",false,BikePoints_696,true,
false,1384251120000,200129,"Charlotte Terrace, Angel",false,BikePoints_697,true,
