installed,terminal_name,removal_date,common_name,locked,place_id,temporary,install_date
true,200173,,"Courland Grove, Wandsworth Road",false,BikePoints_624,false,1381224240000
true,200190,,"Queen's Circus, Battersea Park",false,BikePoints_625,false,1381227480000
true,300008,,"Normand Park, West Kensington",false,BikePoints_626,false,1381920300000
true,200007,,"Holden Street, Battersea",false,BikePoints_627,false,1381931400000
true,200062,,"William Morris Way, Sands End",false,BikePoints_628,false,1381414980000
true,200187,,"Morie Street, Wandsworth",false,BikePoints_629,false,1381479480000
true,200194,,"Clarence Walk, Stockwell",false,BikePoints_630,false,1381487100000
true,200183,,"Battersea Park Road, Nine Elms",false,BikePoints_631,false,1381245300000
true,200176,,"Sheepcote Lane, Battersea",false,BikePoints_632,false,1381220700000
true,200116,,"Vereker Road, West Kensington",false,BikePoints_633,false,1381402920000
true,300002,,"Brook Green South, Brook Green",false,BikePoints_634,false,1381743780000
true,200215,,"Greyhound Road, Hammersmith",false,BikePoints_635,false,1381756440000
true,200180,,"South Park, Sands End",false,BikePoints_636,false,1381846320000
true,200191,,"Spencer Park, Wandsworth Common",false,BikePoints_637,false,1381933680000
true,300014,,"Falcon Road, Clapham Junction",false,BikePoints_638,false,1381834020000
true,200081,,"Coomer Place, West Kensington",false,BikePoints_639,false,1381835700000
true,200179,,"Silverthorne Road, Battersea",false,BikePoints_640,false,1382010420000
true,300025,,"Archbishop's Park, Waterloo",false,BikePoints_641,false,1381926900000
true,200192,,"Fawcett Close, Battersea",false,BikePoints_642,false,1381934220000
true,300026,,"All Saints' Road, Portobello",false,BikePoints_643,false,1382010720000
true,200182,,"Rainville Road, Hammersmith",false,BikePoints_644,false,1382278560000
true,200200,,"Great Suffolk Street, The Borough",false,BikePoints_645,false,1382110800000
true,200178,,"Buckingham Gate, Westminster",false,BikePoints_646,false,1382084340000
true,200181,,"Richmond Way, Shepherd's Bush",false,BikePoints_647,false,1382347140000
true,200171,,"Peterborough Road, Sands End",false,BikePoints_648,false,1382352840000
true,300009,,"World's End Place, West Chelsea",false,BikePoints_649,false,1382348400000
true,300034,,"St. Mark's Road, North Kensington",false,BikePoints_650,false,1382438520000
true,300030,,"Thorndike Close, West Chelsea",false,BikePoints_651,false,1382441580000
true,300022,,"Evesham Street, Avondale",false,BikePoints_652,false,1381848540000
true,200196,,"Simpson Street, Clapham Junction",false,BikePoints_653,false,1382539860000
true,200223,,"Ashmole Estate, Oval",false,BikePoints_654,false,1382520000000
true,200221,,"Crabtree Lane, Fulham",false,BikePoints_655,false,1382611200000
true,200040,,"Broomhouse Lane, Parsons Green",false,BikePoints_656,false,1382614560000
true,200220,,"Blythe Road West, Shepherd's Bush",false,BikePoints_657,false,1382621400000
true,300005,,"Ethelburga Estate, Battersea Park",false,BikePoints_658,false,1383731100000
true,200212,,"Blackfriars Station, St. Paul's",false,BikePoints_659,false,1382697060000
true,300020,,"West Kensington Station, West Kensington",false,BikePoints_660,false,1382705340000
true,300023,,"All Saints Church, Portobello",false,BikePoints_661,false,1382887680000
true,200189,,"Phene Street, Chelsea",false,BikePoints_662,false,1382866680000
true,200124,,"Clarendon Road, Avondale",false,BikePoints_663,false,1382870040000
true,300013,,"Austin Road, Battersea Park",false,BikePoints_664,false,1382964300000
true,200113,,"Smugglers Way, Wandsworth",false,BikePoints_665,false,1382975700000
true,200209,,"Shepherd's Bush Road North, Shepherd's Bush",false,BikePoints_667,false,1383136140000
true,300037,,"Ravenscourt Park Station, Hammersmith",false,BikePoints_668,false,1383143160000
true,300036,,"Teversham Lane, Stockwell",false,BikePoints_669,false,1383147660000
true,200169,,"Ashley Crescent, Battersea",false,BikePoints_670,false,1383212640000
true,300052,,"Parsons Green Station, Parsons Green",false,BikePoints_671,false,1383217920000
true,300051,,"Hibbert Street, Battersea",false,BikePoints_673,false,1383319500000
true,300035,,"Carnegie Street, King's Cross",false,BikePoints_674,false,
true,200126,,"Usk Road, Clapham Junction",false,BikePoints_675,false,1383322320000
true,200207,,"Hartington Road, Stockwell",false,BikePoints_676,false,1383584400000
true,200023,,"Heath Road, Battersea",false,BikePoints_677,false,1383476160000
true,200170,,"Esmond Street, Putney",false,BikePoints_678,false,1383653580000
true,200114,,"Orbel Street, Battersea",false,BikePoints_679,false,1383661200000
true,200210,,"Westbridge Road, Battersea",false,BikePoints_680,false,1383657480000
true,200043,,"Bishop's Avenue, Fulham",false,BikePoints_681,false,1383733440000
true,200059,,"Crisp Road, Hammersmith",false,BikePoints_682,false,1383738240000
true,200119,,"Dorothy Road, Clapham Junction",false,BikePoints_683,false,1383750420000
true,200188,,"Neville Gill Close, Wandsworth",false,BikePoints_684,false,1383823380000
true,200219,,"Osiers Road, Wandsworth",false,BikePoints_685,false,1383827400000
true,200097,,"Beryl Road, Hammersmith",false,BikePoints_686,false,1383835560000
true,200204,,"Northfields, Wandsworth",false,BikePoints_688,false,1383915240000
true,200106,,"Spanish Road, Clapham Junction",false,BikePoints_689,false,1383918180000
true,200199,,"Stanley Grove, Battersea",false,BikePoints_690,false,1383924660000
true,200184,,"Erin Close, Walham Green",false,BikePoints_691,false,1384763520000
true,200112,,"Cadogan Close, Victoria Park",false,BikePoints_692,false,1384166220000
true,300019,,"Felsham Road, Putney",false,BikePoints_693,false,1384001160000
true,300033,,"Putney Rail Station, Putney",false,BikePoints_694,false,1384004640000
true,300031,,"Islington Green, Angel",false,BikePoints_695,false,1384172820000
true,300018,,"Charing Cross Hospital, Hammersmith",false,BikePoints_696,false,1384180020000
true,200129,,"Charlotte Terrace, Angel",false,BikePoints_697,false,1384251120000
