common_name,removal_date,temporary,terminal_name,place_id,installed,locked,install_date
"Normand Park, West Kensington",,false,300008,BikePoints_626,true,false,1381920300000
"Holden Street, Battersea",,false,200007,BikePoints_627,true,false,1381931400000
"William Morris Way, Sands End",,false,200062,BikePoints_628,true,false,1381414980000
"Morie Street, Wandsworth",,false,200187,BikePoints_629,true,false,1381479480000
"Clarence Walk, Stockwell",,false,200194,BikePoints_630,true,false,1381487100000
"Battersea Park Road, Nine Elms",,false,200183,BikePoints_631,true,false,1381245300000
"Sheepcote Lane, Battersea",,false,200176,BikePoints_632,true,false,1381220700000
"Vereker Road, West Kensington",,false,200116,BikePoints_633,true,false,1381402920000
"Brook Green South, Brook Green",,false,300002,BikePoints_634,true,false,1381743780000
"Greyhound Road, Hammersmith",,false,200215,BikePoints_635,true,false,1381756440000
"South Park, Sands End",,false,200180,BikePoints_636,true,false,1381846320000
"Spencer Park, Wandsworth Common",,false,200191,BikePoints_637,true,false,1381933680000
"Falcon Road, Clapham Junction",,false,300014,BikePoints_638,true,false,1381834020000
"Coomer Place, West Kensington",,false,200081,BikePoints_639,true,false,1381835700000
"Silverthorne Road, Battersea",,false,200179,BikePoints_640,true,false,1382010420000
"Archbishop's Park, Waterloo",,false,300025,BikePoints_641,true,false,1381926900000
"Fawcett Close, Battersea",,false,200192,BikePoints_642,true,false,1381934220000
"All Saints' Road, Portobello",,false,300026,BikePoints_643,true,false,1382010720000
"Rainville Road, Hammersmith",,false,200182,BikePoints_644,true,false,1382278560000
"Great Suffolk Street, The Borough",,false,200200,BikePoints_645,true,false,1382110800000
"Buckingham Gate, Westminster",,false,200178,BikePoints_646,true,false,1382084340000
"Richmond Way, Shepherd's Bush",,false,200181,BikePoints_647,true,false,1382347140000
"Peterborough Road, Sands End",,false,200171,BikePoints_648,true,false,1382352840000
"World's End Place, West Chelsea",,false,300009,BikePoints_649,true,false,1382348400000
"St. Mark's Road, North Kensington",,false,300034,BikePoints_650,true,false,1382438520000
"Thorndike Close, West Chelsea",,false,300030,BikePoints_651,true,false,1382441580000
"Evesham Street, Avondale",,false,300022,BikePoints_652,true,false,1381848540000
"Simpson Street, Clapham Junction",,false,200196,BikePoints_653,true,false,1382539860000
"Ashmole Estate, Oval",,false,200223,BikePoints_654,true,false,1382520000000
"Crabtree Lane, Fulham",,false,200221,BikePoints_655,true,false,1382611200000
"Broomhouse Lane, Parsons Green",,false,200040,BikePoints_656,true,false,1382614560000
"Blythe Road West, Shepherd's Bush",,false,200220,BikePoints_657,true,false,1382621400000
"Ethelburga Estate, Battersea Park",,false,300005,BikePoints_658,true,false,1383731100000
"Blackfriars Station, St. Paul's",,false,200212,BikePoints_659,true,false,1382697060000
"West Kensington Station, West Kensington",,false,300020,BikePoints_660,true,false,1382705340000
"All Saints Church, Portobello",,false,300023,BikePoints_661,true,false,1382887680000
"Phene Street, Chelsea",,false,200189,BikePoints_662,true,false,1382866680000
"Clarendon Road, Avondale",,false,200124,BikePoints_663,true,false,1382870040000
"Austin Road, Battersea Park",,false,300013,BikePoints_664,true,false,1382964300000
"Smugglers Way, Wandsworth",,false,200113,BikePoints_665,true,false,1382975700000
"Shepherd's Bush Road North, Shepherd's Bush",,false,200209,BikePoints_667,true,false,1383136140000
"Ravenscourt Park Station, Hammersmith",,false,300037,BikePoints_668,true,false,1383143160000
"Teversham Lane, Stockwell",,false,300036,BikePoints_669,true,false,1383147660000
"Ashley Crescent, Battersea",,false,200169,BikePoints_670,true,false,1383212640000
"Parsons Green Station, Parsons Green",,false,300052,BikePoints_671,true,false,1383217920000
"Hibbert Street, Battersea",,false,300051,BikePoints_673,true,false,1383319500000
"Carnegie Street, King's Cross",,false,300035,BikePoints_674,true,false,
"Usk Road, Clapham Junction",,false,200126,BikePoints_675,true,false,1383322320000
"Hartington Road, Stockwell",,false,200207,BikePoints_676,true,false,1383584400000
"Heath Road, Battersea",,false,200023,BikePoints_677,true,false,1383476160000
"Esmond Street, Putney",,false,200170,BikePoints_678,true,false,1383653580000
"Orbel Street, Battersea",,false,200114,BikePoints_679,true,false,1383661200000
"Westbridge Road, Battersea",,false,200210,BikePoints_680,true,false,1383657480000
"Bishop's Avenue, Fulham",,false,200043,BikePoints_681,true,false,1383733440000
"Crisp Road, Hammersmith",,false,200059,BikePoints_682,true,false,1383738240000
"Dorothy Road, Clapham Junction",,false,200119,BikePoints_683,true,false,1383750420000
"Neville Gill Close, Wandsworth",,false,200188,BikePoints_684,true,false,1383823380000
"Osiers Road, Wandsworth",,false,200219,BikePoints_685,true,false,1383827400000
"Beryl Road, Hammersmith",,false,200097,BikePoints_686,true,false,1383835560000
"Northfields, Wandsworth",,false,200204,BikePoints_688,true,false,1383915240000
"Spanish Road, Clapham Junction",,false,200106,BikePoints_689,true,false,1383918180000
"Stanley Grove, Battersea",,false,200199,BikePoints_690,true,false,1383924660000
"Erin Close, Walham Green",,false,200184,BikePoints_691,true,false,1384763520000
"Cadogan Close, Victoria Park",,false,200112,BikePoints_692,true,false,1384166220000
"Felsham Road, Putney",,false,300019,BikePoints_693,true,false,1384001160000
"Putney Rail Station, Putney",,false,300033,BikePoints_694,true,false,1384004640000
"Islington Green, Angel",,false,300031,BikePoints_695,true,false,1384172820000
"Charing Cross Hospital, Hammersmith",,false,300018,BikePoints_696,true,false,1384180020000
"Charlotte Terrace, Angel",,false,200129,BikePoints_697,true,false,1384251120000
"King Edward Street, St Pauls",,false,200203,BikePoints_557,true,false,
"The Guildhall, Guildhall",,false,001044,BikePoints_120,true,false,1279187040000
