temporary,place_id,install_date,removal_date,common_name,terminal_name,installed,locked
false,BikePoints_530,,,"Newby Place, Poplar",200146,true,false
false,BikePoints_531,1328778840000,,"Twig Folly Bridge, Mile End",200167,true,false
false,BikePoints_532,1328886360000,,"Jubilee Plaza, Canary Wharf",200163,true,false
false,BikePoints_533,,,"Wellington Row, Bethnal Green",200165,true,false
false,BikePoints_534,,,"Goldsmith's Row, Haggerston",200159,true,false
false,BikePoints_535,,,"Gloucester Avenue, Camden Town",200145,true,false
false,BikePoints_536,,,"Queensbridge Road, Haggerston",200024,true,false
false,BikePoints_537,1330352880000,,"Old Montague Street, Whitechapel",200239,true,false
false,BikePoints_538,,,"Naval Row, Blackwall",200050,true,false
false,BikePoints_539,,,"Hoxton Station, Hoxton",200151,true,false
false,BikePoints_540,,,"Albany Street, The Regent's Park",200134,true,false
false,BikePoints_541,,,"Green Park Station, Mayfair",200096,true,false
false,BikePoints_542,,,"Salmon Lane, Limehouse",200147,true,false
false,BikePoints_543,,,"Lansdowne Walk, Ladbroke Grove",200065,true,false
false,BikePoints_544,,,"Percival Street, Finsbury",200051,true,false
false,BikePoints_545,,,"Arlington Road, Camden Town",200070,true,false
false,BikePoints_546,,,"New Fetter Lane, Holborn",200044,true,false
false,BikePoints_547,,,"East India DLR, Blackwall",200127,true,false
false,BikePoints_548,,,"Westminster Bridge Road, Elephant & Castle",200076,true,false
false,BikePoints_549,,,"Gaywood  Street, Elephant & Castle",200132,true,false
false,BikePoints_550,,,"Harford Street, Mile End",200102,true,false
false,BikePoints_551,1330071720000,,"Import Dock, Canary Wharf",200066,true,false
false,BikePoints_552,,,"Watney Street, Shadwell",200149,true,false
false,BikePoints_553,,,"Regent's Row , Haggerston",200064,true,false
false,BikePoints_554,,,"Aberfeldy Street, Poplar",200078,true,false
false,BikePoints_556,,,"Heron Quays DLR, Canary Wharf",200138,true,false
false,BikePoints_557,,,"King Edward Street, St Pauls",200203,true,false
false,BikePoints_558,1399635120000,,"Page Street, Westminster",200048,true,false
false,BikePoints_559,,,"Abbotsbury Road, Holland Park",200111,true,false
false,BikePoints_560,,,"Ladbroke Grove Central, Ladbroke Grove",200015,true,false
false,BikePoints_561,1330503540000,,"Rectory Square, Stepney",200037,true,false
false,BikePoints_562,1330503420000,,"Bury Place, Holborn",200074,true,false
false,BikePoints_563,,,"Preston's Road, Cubitt Town",200232,true,false
false,BikePoints_564,,,"Somerset House, Strand",200068,true,false
false,BikePoints_565,,,"Selby Street, Whitechapel",200135,true,false
false,BikePoints_566,1330937940000,,"Westfield Ariel Way, White City",200141,true,false
false,BikePoints_568,,,"Bishop's Bridge Road West, Bayswater",200110,true,false
false,BikePoints_569,,,"Pitfield Street Central, Hoxton",200248,true,false
false,BikePoints_570,1330773180000,,"Upper Bank Street, Canary Wharf",200099,true,false
false,BikePoints_571,1330620180000,,"Westfield Southern Terrace ,Shepherd's Bush",200061,true,false
false,BikePoints_572,,,"Greenland Road, Camden Town",200026,true,false
false,BikePoints_573,1331796060000,,"Limerston Street, West Chelsea",200001,true,false
false,BikePoints_574,1333618560000,,"Eagle Wharf Road, Hoxton",200246,true,false
false,BikePoints_576,,,"Alpha Grove, Millwall",200109,true,false
false,BikePoints_577,,,"Globe Town Market, Bethnal Green",200247,true,false
false,BikePoints_578,1330444680000,,"Hollybush Gardens, Bethnal Green",200244,true,false
false,BikePoints_579,,,"Queen Street 2, Bank",200128,true,false
false,BikePoints_580,1392208500000,,"Doddington Grove, Kennington",200084,true,false
false,BikePoints_581,1331883540000,,"New Cavendish Street, Marylebone",200005,true,false
false,BikePoints_583,,,"Abingdon Green, Westminster",200231,true,false
false,BikePoints_584,,,"Ilchester Gardens, Bayswater",200086,true,false
false,BikePoints_586,1331797200000,,"Mudchute DLR, Cubitt Town",200092,true,false
false,BikePoints_587,1332406320000,,"Monument Street, Monument",200101,true,false
false,BikePoints_588,1330937820000,,"Hoxton Street, Hoxton",200071,true,false
false,BikePoints_589,,,"Drayton Gardens, West Chelsea",200060,true,false
false,BikePoints_590,,,"Greenberry Street, St.John's Wood",200236,true,false
false,BikePoints_592,,,"Bishop's Bridge Road East, Bayswater",200108,true,false
false,BikePoints_593,,,"Northdown Street, King's Cross",200058,true,false
false,BikePoints_594,1331710680000,,"Kingsway Southbound, Strand",200226,true,false
false,BikePoints_595,,,"Hammersmith Road, Hammersmith",200142,true,false
false,BikePoints_596,,,"Parson's Green , Parson's Green",200237,true,false
false,BikePoints_597,,,"Fulham Park Road, Fulham",200229,true,false
false,BikePoints_598,1501544700000,,"Southerton Road, Hammersmith",200166,true,false
false,BikePoints_599,,,"Manbre Road, Hammersmith",200235,true,false
false,BikePoints_600,,,"South Lambeth Road, Vauxhall",200133,true,false
false,BikePoints_601,,,"BBC White City, White City",200136,true,false
false,BikePoints_602,,,"Union Grove, Wandsworth Road",200211,true,false
false,BikePoints_603,,,"Caldwell Street, Stockwell",200137,true,false
false,BikePoints_604,,,"St Martins Close, Camden Town",200195,true,false
false,BikePoints_605,,,"Seymour Place, Marylebone",200198,true,false
false,BikePoints_606,,,"Addison Road, Holland Park",200218,true,false
false,BikePoints_607,,,"Putney Bridge Station, Fulham",200125,true,false
false,BikePoints_608,,,"Colet Gardens, Hammersmith",200224,true,false
false,BikePoints_609,1380109980000,,"Sugden Road, Clapham",200208,true,false
false,BikePoints_610,1380113460000,,"Danvers Street, West Chelsea",200222,true,false
false,BikePoints_611,1380203940000,,"Princedale Road , Holland Park",200067,true,false
false,BikePoints_612,1380294600000,,"Wandsworth Rd, Isley Court, Wandsworth Road",200175,true,false
false,BikePoints_613,1380211860000,,"Woodstock Grove, Shepherd's Bush",200214,true,false
false,BikePoints_614,1380795000000,,"London Fields, Hackney Central",200025,true,false
false,BikePoints_209,1279529160000,,"Denyer Street, Knightsbridge",003454,true,false
