terminal_name,place_id,install_date,removal_date,installed,temporary,common_name,locked
200007,BikePoints_627,1381931400000,,true,false,"Holden Street, Battersea",false
200062,BikePoints_628,1381414980000,,true,false,"William Morris Way, Sands End",false
200187,BikePoints_629,1381479480000,,true,false,"Morie Street, Wandsworth",false
200194,BikePoints_630,1381487100000,,true,false,"Clarence Walk, Stockwell",false
200183,BikePoints_631,1381245300000,,true,false,"Battersea Park Road, Nine Elms",false
200176,BikePoints_632,1381220700000,,true,false,"Sheepcote Lane, Battersea",false
200116,BikePoints_633,1381402920000,,true,false,"Vereker Road, West Kensington",false
300002,BikePoints_634,1381743780000,,true,false,"Brook Green South, Brook Green",false
200215,BikePoints_635,1381756440000,,true,false,"Greyhound Road, Hammersmith",false
200180,BikePoints_636,1381846320000,,true,false,"South Park, Sands End",false
200191,BikePoints_637,1381933680000,,true,false,"Spencer Park, Wandsworth Common",false
300014,BikePoints_638,1381834020000,,true,false,"Falcon Road, Clapham Junction",false
200081,BikePoints_639,1381835700000,,true,false,"Coomer Place, West Kensington",false
200179,BikePoints_640,1382010420000,,true,false,"Silverthorne Road, Battersea",false
300025,BikePoints_641,1381926900000,,true,false,"Archbishop's Park, Waterloo",false
200192,BikePoints_642,1381934220000,,true,false,"Fawcett Close, Battersea",false
300026,BikePoints_643,1382010720000,,true,false,"All Saints' Road, Portobello",false
200182,BikePoints_644,1382278560000,,true,false,"Rainville Road, Hammersmith",false
200200,BikePoints_645,1382110800000,,true,false,"Great Suffolk Street, The Borough",false
200178,BikePoints_646,1382084340000,,true,false,"Buckingham Gate, Westminster",false
200181,BikePoints_647,1382347140000,,true,false,"Richmond Way, Shepherd's Bush",false
200171,BikePoints_648,1382352840000,,true,false,"Peterborough Road, Sands End",false
300009,BikePoints_649,1382348400000,,true,false,"World's End Place, West Chelsea",false
300034,BikePoints_650,1382438520000,,true,false,"St. Mark's Road, North Kensington",false
300030,BikePoints_651,1382441580000,,true,false,"Thorndike Close, West Chelsea",false
300022,BikePoints_652,1381848540000,,true,false,"Evesham Street, Avondale",false
200196,BikePoints_653,1382539860000,,true,false,"Simpson Street, Clapham Junction",false
200223,BikePoints_654,1382520000000,,true,false,"Ashmole Estate, Oval",false
200221,BikePoints_655,1382611200000,,true,false,"Crabtree Lane, Fulham",false
200040,BikePoints_656,1382614560000,,true,false,"Broomhouse Lane, Parsons Green",false
200220,BikePoints_657,1382621400000,,true,false,"Blythe Road West, Shepherd's Bush",false
300005,BikePoints_658,1383731100000,,true,false,"Ethelburga Estate, Battersea Park",false
200212,BikePoints_659,1382697060000,,true,false,"Blackfriars Station, St. Paul's",false
300020,BikePoints_660,1382705340000,,true,false,"West Kensington Station, West Kensington",false
300023,BikePoints_661,1382887680000,,true,false,"All Saints Church, Portobello",false
200189,BikePoints_662,1382866680000,,true,false,"Phene Street, Chelsea",false
200124,BikePoints_663,1382870040000,,true,false,"Clarendon Road, Avondale",false
300013,BikePoints_664,1382964300000,,true,false,"Austin Road, Battersea Park",false
200113,BikePoints_665,1382975700000,,true,false,"Smugglers Way, Wandsworth",false
200209,BikePoints_667,1383136140000,,true,false,"Shepherd's Bush Road North, Shepherd's Bush",false
300037,BikePoints_668,1383143160000,,true,false,"Ravenscourt Park Station, Hammersmith",false
300036,BikePoints_669,1383147660000,,true,false,"Teversham Lane, Stockwell",false
200169,BikePoints_670,1383212640000,,true,false,"Ashley Crescent, Battersea",false
300052,BikePoints_671,1383217920000,,true,false,"Parsons Green Station, Parsons Green",false
300051,BikePoints_673,1383319500000,,true,false,"Hibbert Street, Battersea",false
300035,BikePoints_674,,,true,false,"Carnegie Street, King's Cross",false
200126,BikePoints_675,1383322320000,,true,false,"Usk Road, Clapham Junction",false
200207,BikePoints_676,1383584400000,,true,false,"Hartington Road, Stockwell",false
200023,BikePoints_677,1383476160000,,true,false,"Heath Road, Battersea",false
200170,BikePoints_678,1383653580000,,true,false,"Esmond Street, Putney",false
200114,BikePoints_679,1383661200000,,true,false,"Orbel Street, Battersea",false
200210,BikePoints_680,1383657480000,,true,false,"Westbridge Road, Battersea",false
200043,BikePoints_681,1383733440000,,true,false,"Bishop's Avenue, Fulham",false
200059,BikePoints_682,1383738240000,,true,false,"Crisp Road, Hammersmith",false
200119,BikePoints_683,1383750420000,,true,false,"Dorothy Road, Clapham Junction",false
200188,BikePoints_684,1383823380000,,true,false,"Neville Gill Close, Wandsworth",false
200219,BikePoints_685,1383827400000,,true,false,"Osiers Road, Wandsworth",false
200097,BikePoints_686,1383835560000,,true,false,"Beryl Road, Hammersmith",false
200204,BikePoints_688,1383915240000,,true,false,"Northfields, Wandsworth",false
200106,BikePoints_689,1383918180000,,true,false,"Spanish Road, Clapham Junction",false
200199,BikePoints_690,1383924660000,,true,false,"Stanley Grove, Battersea",false
200184,BikePoints_691,1384763520000,,true,false,"Erin Close, Walham Green",false
200112,BikePoints_692,1384166220000,,true,false,"Cadogan Close, Victoria Park",false
300019,BikePoints_693,1384001160000,,true,false,"Felsham Road, Putney",false
300033,BikePoints_694,1384004640000,,true,false,"Putney Rail Station, Putney",false
300031,BikePoints_695,1384172820000,,true,false,"Islington Green, Angel",false
300018,BikePoints_696,1384180020000,,true,false,"Charing Cross Hospital, Hammersmith",false
001065,BikePoints_95,1279096560000,,true,false,"Aldersgate Street, Barbican",false
300211,BikePoints_797,1456839540000,,true,false,"Ossulston Street, Somers Town",false
